NM,FQ,FM,LQ
10925,9697,10489,11691
10434,9509,10984,11718
9993,9532,11410,11547
9667,9771,11680,11217
9511,10188,11742,10780
9565,10704,11586,10303
9838,11214,11237,9876
10288,11612,10752,9598
10817,11812,10231,9536
11306,11762,9792,9704
11652,11460,9545,10053
11791,10978,9529,10505
11700,10438,9725,10977
11395,9965,10072,11393
10932,9647,10504,11678
10410,9521,10959,11761
9946,9587,11379,11605
9637,9827,11689,11235
9536,10215,11798,10741
9646,10713,11637,10246
9931,11243,11219,9855
10342,11668,10662,9627
10820,11853,10131,9579
11291,11731,9751,9712
11653,11362,9565,10017
11804,10876,9562,10463
11694,10394,9721,10974
11355,9989,10029,11437
10881,9700,10465,11730
10390,9553,10976,11779
9976,9579,11461,11581
9694,9811,11780,11202
9578,10245,11823,10731
9650,10803,11576,10255
9917,11334,11129,9847
10349,11686,10613,9579
10861,11785,10131,9513
11332,11644,9755,9670
11651,11325,9534,10028
11755,10900,9505,10510
11642,10433,9684,11017
11346,9996,10054,11448
10919,9667,10553,11722
10432,9519,11081,11784
9972,9598,11521,11609
9644,9895,11774,11215
9531,10346,11784,10688
9655,10851,11548,10158
9972,11310,11116,9748
10402,11638,10583,9533
10861,11768,10071,9531
11278,11666,9690,9718
11595,11349,9509,10054
11752,10890,9539,10502
11691,10394,9762,11006
11391,9968,10134,11479
10904,9686,10602,11794
10358,9582,11103,11835
9902,9662,11543,11575
9633,9920,11805,11104
9572,10331,11795,10574
9691,10836,11508,10105
9958,11324,11036,9761
10344,11669,10513,9566
10810,11780,10057,9535
11281,11645,9733,9686
11653,11316,9568,10029
11812,10882,9577,10534
11697,10427,9769,11100
11338,10013,10143,11572
10841,9701,10652,11809
10334,9552,11186,11763
9909,9621,11601,11481
9626,9913,11786,11055
9526,10370,11716,10572
9626,10883,11437,10109
9920,11335,11025,9735
10362,11639,10555,9518
10870,11752,10099,9505
11342,11659,9732,9715
11678,11369,9533,10119
11800,10923,9561,10633
11680,10405,9816,11149
11333,9935,10241,11558
10828,9624,10733,11773
10282,9533,11191,11744
9826,9660,11539,11474
9555,9960,11724,11031
9504,10375,11706,10520
9660,10845,11472,10055
9976,11304,11054,9718
10402,11664,10536,9556
10884,11824,10045,9581
11353,11714,9700,9784
11715,11348,9563,10151
11853,10832,9634,10641
11695,10313,9874,11167
11272,9900,10239,11591
10723,9641,10685,11789
10201,9554,11149,11712
9813,9642,11540,11409
9594,9910,11756,10978
9548,10340,11727,10521
9670,10870,11453,10107
9962,11382,11009,9780
10409,11737,10510,9583
10949,11834,10061,9567
11458,11658,9732,9771
11786,11279,9568,10183
11830,10796,9597,10713
11602,10301,9825,11218
11191,9876,10218,11577
10706,9586,10706,11726
10231,9490,11183,11666
9834,9612,11551,11423
9576,9938,11737,11040
9509,10413,11703,10573
9665,10940,11457,10102
10028,11414,11034,9729
10526,11732,10515,9542
11049,11822,10013,9586
11480,11652,9651,9841
11737,11255,9507,10244
11775,10731,9591,10712
11587,10211,9861,11168
11204,9802,10253,11538
10703,9569,10702,11746
10193,9530,11153,11727
9789,9674,11539,11469
9569,9985,11773,11026
9565,10430,11766,10514
9758,10956,11477,10054
10104,11458,10973,9731
10550,11787,10408,9581
11034,11830,9937,9612
11469,11584,9644,9822
11747,11149,9540,10197
11785,10656,9610,10685
11567,10204,9837,11192
11157,9849,10207,11595
10664,9617,10690,11788
10197,9542,11209,11723
9835,9657,11639,11433
9621,9986,11841,10999
9585,10492,11743,10514
9745,11056,11390,10055
10093,11518,10897,9701
10572,11757,10387,9519
11078,11744,9946,9552
11491,11519,9634,9805
11721,11148,9495,10229
11730,10698,9559,10736
11534,10235,9829,11224
11174,9834,10270,11596
10709,9577,10798,11784
10217,9529,11300,11739
9802,9710,11664,11456
9563,10086,11809,10984
9558,10571,11705,10437
9775,11064,11372,9949
10151,11472,10881,9624
10601,11720,10344,9506
11048,11751,9881,9592
11431,11551,9585,9849
11689,11161,9499,10241
11759,10672,9621,10723
11591,10195,9917,11231
11193,9826,10338,11652
10658,9620,10830,11853
10134,9596,11317,11749
9756,9755,11689,11375
9580,10085,11834,10860
9602,10547,11693,10350
9787,11060,11310,9935
10110,11498,10802,9656
10539,11748,10302,9530
11022,11750,9899,9578
11468,11522,9643,9814
11760,11137,9553,10240
11800,10683,9641,10792
11564,10236,9918,11337
11125,9856,10364,11712
10608,9608,10899,11818
10128,9551,11393,11656
9759,9724,11710,11299
9554,10100,11779,10841
9541,10594,11612,10360
9731,11093,11268,9929
10099,11490,10824,9617
10585,11716,10350,9487
11093,11741,9922,9575
11517,11559,9620,9879
11766,11189,9518,10344
11780,10694,9651,10873
11550,10178,9994,11350
11118,9767,10459,11679
10577,9553,10942,11788
10057,9563,11357,11647
9677,9773,11639,11290
9505,10129,11741,10806
9550,10576,11630,10305
9784,11052,11310,9890
10156,11484,10832,9628
10615,11771,10309,9548
11104,11815,9869,9653
11541,11578,9614,9931
11815,11124,9572,10360
11819,10589,9722,10879
11527,10109,10020,11375
11028,9763,10424,11708
10478,9578,10888,11783
10010,9568,11333,11598
9697,9735,11661,11230
9553,10081,11776,10780
9581,10569,11635,10336
9780,11111,11274,9953
10147,11572,10791,9675
10650,11818,10301,9550
11197,11785,9896,9630
11638,11505,9634,9935
11839,11066,9552,10414
11752,10569,9670,10946
11432,10095,9979,11395
10979,9724,10425,11665
10492,9516,10921,11724
10044,9516,11363,11583
9700,9735,11659,11274
9522,10137,11753,10844
9554,10650,11623,10361
9809,11167,11290,9918
10246,11582,10808,9618
10768,11805,10276,9533
11259,11776,9823,9677
11616,11493,9555,10005
11778,11024,9516,10444
11716,10488,9690,10914
11438,10010,10020,11344
10992,9677,10444,11656
10473,9530,10904,11772
9998,9574,11339,11646
9668,9795,11674,11292
9545,10170,11810,10801
9632,10663,11673,10296
9899,11196,11268,9889
10294,11636,10714,9640
10765,11841,10175,9571
11237,11745,9781,9680
11614,11401,9574,9965
11793,10929,9549,10400
11716,10449,9689,10912
11404,10037,9983,11391
10945,9732,10412,11714
10452,9565,10928,11794
10023,9569,11428,11621
9721,9780,11769,11253
9582,10200,11834,10783
9632,10750,11607,10298
9879,11283,11176,9876
10293,11652,10663,9591
10797,11776,10177,9502
11274,11663,9788,9637
11613,11371,9546,9975
11750,10959,9496,10448
11669,10495,9655,10961
11396,10049,10011,11410
10981,9701,10505,11710
10490,9530,11038,11798
10015,9586,11489,11642
9666,9862,11759,11259
9530,10296,11791,10734
9630,10793,11579,10198
9927,11256,11164,9777
10342,11602,10638,9545
10797,11760,10123,9521
11223,11692,9727,9685
11564,11401,9523,10006
11751,10954,9533,10446
11721,10457,9737,10954
11443,10017,10096,11443
10963,9715,10557,11780
10411,9588,11057,11845
9939,9645,11506,11603
9650,9881,11785,11146
9566,10276,11801,10621
9663,10772,11543,10149
9910,11268,11091,9793
10284,11636,10575,9581
10748,11780,10111,9528
11232,11677,9770,9658
11628,11370,9584,9985
11817,10944,9571,10482
11729,10483,9744,11051
11386,10056,10102,11536
10895,9723,10601,11793
10382,9552,11133,11771
9943,9597,11558,11511
9642,9867,11766,11101
9519,10309,11727,10625
9598,10818,11477,10159
9873,11283,11083,9773
10305,11614,10618,9535
10816,11757,10153,9500
11302,11692,9768,9690
11658,11420,9547,10077
11806,10979,9552,10582
11709,10454,9786,11099
11377,9970,10193,11518
10879,9641,10675,11753
10331,9529,11132,11752
9862,9633,11495,11509
9572,9913,11705,11084
9500,10314,11720,10582
9633,10784,11516,10110
9935,11256,11115,9757
10354,11641,10599,9575
10836,11831,10096,9577
11316,11745,9732,9758
11695,11394,9571,10107
11856,10881,9619,10586
11719,10358,9836,11111
11316,9933,10184,11548
10776,9658,10620,11772
10253,9550,11088,11727
9852,9616,11496,11453
9614,9864,11743,11039
9546,10282,11748,10585
9649,10812,11501,10162
9925,11340,11069,9818
10363,11718,10568,9599
10903,11839,10105,9559
11420,11684,9757,9740
11763,11318,9570,10134
11830,10842,9575,10652
11628,10346,9782,11159
11239,9910,10160,11536
10764,9605,10641,11716
10287,9487,11127,11687
9877,9587,11516,11471
9598,9896,11731,11101
9510,10360,11727,10635
9645,10889,11502,10153
9992,11374,11090,9760
10480,11711,10567,9551
10999,11824,10052,9572
11436,11675,9672,9804
11710,11296,9506,10188
11775,10782,9567,10648
11616,10261,9817,11110
11257,9842,10196,11501
10766,9590,10645,11738
10253,9529,11104,11752
9832,9653,11511,11518
9590,9946,11771,11085
9564,10380,11790,10569
9736,10906,11519,10097
10064,11416,11024,9756
10497,11762,10457,9585
10977,11830,9975,9594
11418,11611,9665,9781
11719,11196,9540,10139
11788,10713,9589,10620
11603,10259,9798,11136
11215,9891,10158,11562
10728,9643,10638,11786
10253,9545,11166,11751
9873,9638,11614,11478
9638,9948,11839,11050
9579,10441,11764,10561
9717,11002,11428,10093
10045,11472,10947,9722
10511,11732,10438,9520
11015,11747,9989,9532
11441,11551,9659,9763
11697,11202,9498,10172
11740,10761,9541,10676
11573,10294,9794,11175
11231,9880,10224,11569
10770,9602,10751,11783
10269,9529,11260,11762
9835,9688,11638,11494
9574,10044,11804,11029
9545,10515,11723,10481
9741,11004,11412,9986
10098,11424,10935,9647
10537,11696,10401,9509
10986,11760,9928,9572
11385,11591,9613,9809
11671,11221,9505,10188
11773,10737,9605,10669
11632,10252,9885,11185
11250,9865,10296,11626
10714,9638,10783,11850
10179,9592,11272,11768
9783,9728,11657,11410
9587,10037,11824,10907
9585,10486,11713,10397
9750,10998,11355,9975
10057,11451,10863,9681
10478,11730,10361,9537
10965,11766,9946,9562
11429,11566,9671,9779
11749,11196,9558,10192
11817,10744,9626,10741
11603,10287,9885,11292
11176,9890,10316,11684
10660,9619,10845,11812
10170,9540,11341,11674
9786,9690,11675,11337
9560,10046,11772,10893
9525,10530,11635,10415
9694,11032,11318,9976
10048,11448,10887,9647
10529,11704,10412,9495
11044,11760,9969,9561
11486,11601,9646,9846
11757,11243,9521,10298
11796,10746,9632,10821
11585,10221,9954,11303
11166,9794,10403,11647
10629,9560,10881,11780
10102,9549,11302,11668
9706,9736,11605,11337
9513,10075,11736,10867
9536,10514,11659,10366
9750,10997,11363,9940
10111,11447,10896,9658
10567,11762,10367,9556
11061,11833,9912,9638
11511,11616,9634,9896
11804,11171,9569,10310
11830,10636,9696,10821
11561,10148,9974,11322
11078,9789,10363,11676
10532,9587,10823,11780
10059,9554,11279,11628
9728,9700,11631,11283
9565,10029,11778,10845
9571,10510,11670,10397
9752,11059,11329,10001
10106,11539,10851,9702
10604,11810,10353,9555
11152,11800,9932,9611
11604,11538,9648,9894
11825,11110,9543,10357
11763,10615,9639,10884
11468,10137,9928,11343
11033,9753,10362,11637
10551,9527,10858,11728
10096,9504,11316,11617
9735,9701,11638,11330
9534,10090,11761,10908
9544,10598,11657,10419
9781,11121,11340,9960
10204,11551,10862,9639
10718,11793,10324,9531
11209,11786,9856,9652
11577,11524,9566,9960
11761,11070,9505,10383
11729,10541,9656,10852
11479,10057,9970,11294
11052,9710,10386,11631
10538,9542,10850,11779
10051,9566,11298,11684
9702,9766,11656,11348
9555,10126,11820,10859
9621,10612,11705,10346
9867,11148,11314,9924
10247,11600,10764,9656
10707,11826,10222,9563
11180,11758,9813,9651
11571,11438,9587,9916
11778,10983,9540,10337
11735,10508,9660,10850
11452,10088,9938,11345
11008,9769,10360,11696
10514,9580,10879,11807
10072,9561,11393,11657
9750,9752,11753,11302
9587,10155,11842,10833
9614,10696,11637,10341
9839,11231,11221,9906
10238,11613,10716,9604
10733,11763,10226,9494
11215,11681,9824,9607
11574,11414,9563,9925
11741,11020,9490,10389
11692,10558,9630,10905
11445,10102,9971,11370
11042,9736,10460,11694
10547,9543,10994,11807
10059,9575,11454,11672
9689,9830,11741,11301
9529,10246,11796,10780
9606,10734,11607,10241
9882,11200,11212,9809
10282,11564,10697,9559
10732,11752,10177,9514
11168,11715,9767,9657
11529,11452,9541,9961
11747,11018,9529,10393
11747,10519,9715,10903
11492,10066,10059,11405
11020,9745,10511,11764
10463,9595,11010,11850
9977,9629,11465,11629
9669,9843,11761,11188
9562,10220,11805,10669
9636,10709,11575,10196
9864,11210,11146,9829
10226,11600,10638,9599
10687,11778,10168,9525
11182,11707,9810,9634
11600,11423,9602,9943
11819,11005,9567,10432
11756,10540,9720,11002
11431,10098,10062,11497
10946,9746,10550,11773
10429,9554,11078,11773
9980,9576,11511,11539
9660,9824,11743,11146
9517,10248,11734,10681
9573,10754,11514,10213
9830,11229,11141,9814
10252,11584,10682,9557
10762,11759,10210,9499
11260,11722,9806,9666
11637,11469,9562,10037
11808,11032,9543,10533
11732,10502,9757,11047
11417,10006,10145,11476
10929,9660,10614,11732
10380,9527,11072,11757
9903,9608,11448,11543
9593,9868,11683,11141
9498,10256,11731,10645
9611,10724,11558,10167
9897,11207,11175,9799
10308,11615,10662,9595
10790,11834,10148,9574
11278,11772,9764,9733
11673,11435,9581,10064
11854,10928,9605,10530
11741,10402,9800,11053
11358,9967,10129,11502
10831,9677,10556,11752
10308,9548,11026,11740
9895,9593,11452,11495
9637,9822,11727,11100
9547,10227,11766,10649
9631,10756,11546,10218
9891,11296,11128,9856
10319,11696,10626,9614
10857,11841,10150,9552
11379,11706,9783,9711
11735,11356,9574,10084
11826,10888,9556,10590
11651,10392,9741,11099
11285,9949,10102,11493
10823,9628,10577,11701
10345,9490,11070,11705
9923,9566,11480,11517
9624,9855,11723,11163
9512,10310,11749,10696
9627,10839,11545,10203
9957,11333,11142,9792
10434,11687,10618,9561
10947,11821,10093,9559
11388,11695,9695,9769
11679,11335,9508,10134
11770,10834,9546,10585
11642,10314,9776,11051
11309,9885,10142,11461
10831,9615,10588,11728
10314,9533,11056,11775
9876,9636,11480,11565
9613,9910,11767,11142
9564,10333,11809,10624
9714,10855,11558,10139
10024,11371,11073,9782
10443,11733,10508,9590
10917,11827,10016,9577
11366,11635,9689,9743
11688,11243,9544,10082
11789,10772,9571,10556
11636,10317,9762,11080
11271,9937,10110,11528
10792,9670,10588,11781
10311,9549,11124,11774
9913,9621,11587,11520
9656,9912,11832,11100
9574,10390,11781,10608
9688,10947,11465,10130
9997,11424,10997,9746
10449,11704,10491,9524
10951,11749,10033,9514
11390,11582,9687,9724
11671,11255,9506,10117
11746,10825,9526,10617
11610,10355,9762,11125
11287,9925,10182,11540
10831,9626,10706,11778
10321,9531,11219,11781
9869,9667,11609,11529
9587,10002,11793,11074
9534,10459,11737,10527
9707,10944,11450,10025
10045,11374,10990,9671
10475,11669,10460,9515
10925,11765,9978,9556
11339,11627,9644,9774
11650,11280,9513,10139
11783,10802,9593,10616
11670,10309,9856,11140
11302,9907,10254,11596
10770,9658,10734,11842
10226,9588,11225,11782
9813,9701,11621,11445
9595,9990,11811,10953
9572,10424,11730,10446
9716,10933,11401,10018
10005,11402,10924,9710
10418,11709,10423,9547
10908,11780,9996,9550
11388,11608,9701,9748
11734,11253,9567,10146
11831,10802,9613,10690
11639,10337,9852,11246
11225,9923,10269,11652
10710,9633,10788,11802
10214,9532,11287,11688
9815,9658,11637,11376
9569,9994,11762,10945
9513,10466,11658,10471
9662,10971,11366,10026
10000,11404,10949,9681
10475,11689,10473,9507
10996,11775,10017,9550
11453,11640,9673,9815
11746,11294,9525,10252
11807,10798,9614,10767
11618,10263,9915,11252
11213,9823,10348,11611
10681,9570,10819,11769
10149,9538,11245,11688
9739,9702,11568,11382
9525,10024,11729,10928
9525,10454,11685,10429
9721,10940,11415,9991
10069,11408,10959,9691
10520,11748,10426,9567
11017,11847,9954,9626
11478,11651,9655,9862
11790,11215,9568,10258
11839,10683,9670,10763
11592,10189,9927,11268
11128,9817,10303,11640
10589,9598,10758,11776
10109,9544,11223,11656
9763,9669,11598,11337
9579,9980,11779,10908
9565,10453,11702,10458
9727,11008,11381,10049
10067,11505,10909,9731
10558,11797,10405,9560
11106,11811,9968,9593
11567,11567,9664,9854
11807,11151,9537,10299
11772,10662,9610,10820
11503,10182,9878,11289
11088,9786,10300,11607
10612,9541,10797,11729
10151,9496,11268,11649
9773,9672,11615,11384
9549,10045,11767,10970
9537,10547,11689,10475
9755,11073,11389,10001
10163,11515,10915,9660
10668,11776,10372,9530
11156,11794,9889,9628
11534,11555,9581,9914
11741,11118,9497,10322
11739,10596,9627,10788
11518,10108,9924,11241
11113,9746,10331,11604
10602,9559,10796,11785
10106,9560,11258,11718
9737,9740,11637,11400
9568,10084,11826,10914
9611,10561,11734,10394
9837,11097,11359,9958
10198,11561,10815,9673
10647,11808,10270,9559
11121,11767,9848,9625
11526,11475,9603,9869
11760,11038,9534,10277
11751,10568,9634,10788
11498,10143,9897,11297
11070,9807,10312,11674
10577,9597,10832,11815
10122,9557,11356,11688
9781,9725,11735,11347
9595,10110,11846,10881
9597,10641,11663,10384
9801,11176,11264,9938
10182,11572,10769,9619
10669,11747,10278,9489
11155,11696,9863,9579
11534,11456,9584,9878
11730,11080,9488,10332
11714,10621,9608,10849
11492,10157,9935,11329
11101,9773,10415,11676
10605,9557,10949,11813
10103,9566,11416,11698
9713,9799,11718,11340
9532,10196,11795,10826
9584,10673,11633,10285
9839,11141,11260,9843
10224,11522,10757,9576
10670,11739,10235,9510
11113,11736,9810,9632
11495,11500,9563,9919
11741,11082,9527,10342
11771,10581,9694,10853
11537,10117,10023,11365
11076,9775,10465,11743
10514,9605,10959,11851
10017,9615,11419,11653
9690,9805,11734,11229
9561,10164,11805,10719
9613,10644,11606,10244
9822,11151,11200,9868
10171,11562,10701,9621
10629,11773,10225,9526
11133,11734,9851,9613
11572,11473,9623,9904
11818,11064,9565,10382
11781,10595,9697,10951
11474,10140,10022,11455
10997,9770,10496,11749
10479,9557,11019,11775
10018,9557,11461,11565
9682,9782,11716,11193
9517,10189,11739,10738
9551,10689,11550,10268
9790,11175,11197,9859
10200,11553,10746,9582
10710,11758,10266,9500
11219,11748,9846,9646
11613,11514,9579,9998
11807,11084,9536,10482
11752,10550,9728,10993
11457,10042,10097,11430
10980,9680,10554,11705
10433,9528,11010,11760
9945,9586,11398,11577
9617,9826,11659,11196
9500,10200,11740,10709
9592,10664,11597,10226
9862,11158,11234,9843
10263,11587,10725,9618
10744,11833,10200,9573
11238,11796,9797,9710
11647,11475,9591,10021
11848,10974,9591,10474
11760,10446,9764,10994
11399,10003,10076,11454
10886,9698,10493,11729
10364,9551,10964,11751
9940,9574,11405,11537
9664,9782,11709,11160
9553,10174,11781,10714
9616,10701,11588,10274
9859,11251,11184,9896
10276,11671,10681,9632
10810,11838,10195,9546
11335,11725,9811,9681
11705,11392,9580,10034
11819,10934,9539,10528
11671,10441,9702,11037
11331,9990,10047,11448
10882,9654,10515,11685
10406,9494,11014,11721
9971,9549,11443,11560
9652,9819,11713,11221
9518,10261,11766,10757
9611,10788,11584,10253
9924,11289,11193,9824
10387,11658,10670,9572
10893,11814,10136,9547
11338,11712,9723,9734
11644,11375,9513,10081
11763,10887,9529,10521
11667,10368,9740,10991
11359,9931,10092,11418
10896,9643,10534,11715
10376,9539,11009,11793
9923,9621,11449,11609
9638,9876,11758,11197
9565,10286,11826,10676
9694,10802,11595,10181
9983,11324,11121,9808
10388,11702,10559,9597
10855,11821,10061,9562
11311,11658,9717,9707
11653,11291,9551,10028
11786,10832,9557,10493
11668,10376,9730,11022
11327,9986,10065,11492
10856,9699,10539,11774
10368,9557,11081,11793
9954,9605,11559,11558
9675,9876,11823,11146
9569,10340,11794,10654
