NM,FQ,FM,LQ
10047,11396,11022,9749
10461,11731,10461,9573
10924,11803,9986,9571
11363,11608,9673,9745
11680,11223,9539,10091
11784,10761,9576,10573
11635,10312,9780,11106
11267,9936,10144,11561
10779,9672,10638,11808
10291,9559,11180,11777
9894,9642,11629,11495
9644,9946,11842,11054
9571,10430,11755,10556
9694,10974,11422,10086
10005,11431,10955,9717
10455,11695,10460,9511
10953,11736,10016,9512
11392,11574,9681,9732
11678,11252,9509,10136
11757,10822,9542,10650
11614,10350,9794,11167
11277,9917,10231,11578
10803,9622,10761,11796
10284,9537,11263,11766
9836,9687,11626,11486
9566,10028,11782,11018
9528,10479,11708,10477
9708,10955,11416,9993
10047,11377,10964,9655
10479,11670,10444,9511
10936,11769,9970,9562
11359,11633,9643,9792
11676,11280,9523,10172
11802,10792,9617,10661
11669,10290,9893,11189
11274,9886,10299,11628
10723,9644,10775,11840
10181,9585,11248,11747
9782,9707,11621,11396
9579,10000,11793,10910
9564,10435,11706,10418
9715,10942,11381,10004
10013,11411,10912,9706
10436,11724,10414,9551
10940,11794,9990,9565
11429,11613,9700,9776
11770,11243,9574,10191
11841,10776,9632,10742
11617,10300,9883,11284
11181,9887,10301,11661
10662,9608,10809,11783
10174,9523,11290,11655
9791,9660,11627,11344
9558,10000,11750,10923
9512,10477,11649,10460
9671,10988,11360,10022
10023,11428,10942,9683
10513,11715,10460,9516
11045,11793,10000,9571
11500,11635,9661,9850
11772,11262,9525,10295
11800,10748,9626,10803
11584,10213,9931,11270
11166,9787,10359,11608
10639,9552,10821,11753
10122,9531,11243,11670
9726,9705,11566,11372
9522,10034,11733,10923
9534,10474,11690,10426
9743,10973,11412,9988
10107,11447,10942,9691
10571,11779,10397,9573
11070,11850,9926,9642
11516,11620,9638,9887
11797,11163,9561,10286
11816,10628,9671,10783
11554,10147,9929,11275
11092,9791,10305,11637
10565,9586,10761,11772
10097,9543,11232,11656
9759,9679,11614,11339
9583,10002,11797,10908
9579,10492,11708,10451
9757,11056,11367,10036
10113,11545,10876,9718
10609,11812,10365,9553
11148,11791,9932,9600
11582,11523,9640,9870
11794,11102,9524,10316
11745,10621,9605,10830
11477,10155,9880,11295
11069,9773,10309,11614
10600,9539,10816,11740
10143,9505,11297,11660
9769,9693,11648,11387
9553,10082,11790,10956
9555,10595,11688,10446
9789,11119,11359,9968
10203,11542,10867,9636
10700,11773,10324,9520
11170,11765,9854,9630
11530,11515,9562,9920
11727,11084,9489,10331
11724,10573,9628,10800
11507,10097,9935,11259
11104,9744,10356,11627
10592,9565,10835,11807
10093,9575,11306,11725
9728,9768,11678,11383
9569,10125,11840,10875
9625,10607,11712,10348
9857,11132,11312,9918
10217,11572,10765,9647
10658,11794,10232,9547
11122,11742,9826,9623
11521,11453,9593,9875
11756,11024,9536,10290
11750,10561,9647,10812
11496,10140,9924,11331
11060,9808,10355,11707
10558,9602,10888,11831
10100,9570,11408,11676
9761,9753,11761,11308
9585,10148,11835,10829
9598,10674,11626,10334
9808,11192,11221,9901
10189,11570,10734,9599
10672,11737,10255,9482
11158,11687,9852,9583
11541,11452,9583,9892
11742,11078,9498,10359
11723,10619,9631,10889
11490,10149,9976,11372
11081,9763,10470,11705
10569,9555,11000,11815
10064,9577,11447,11666
9685,9820,11719,11289
9517,10218,11774,10772
9581,10688,11600,10246
9839,11149,11230,9821
10227,11525,10736,9568
10679,11742,10224,9513
11130,11743,9805,9646
11520,11505,9566,9946
11767,11076,9544,10382
11782,10565,9724,10902
11522,10093,10064,11408
11034,9756,10507,11758
10465,9595,10989,11831
9978,9614,11430,11609
9666,9813,11723,11183
9549,10174,11784,10685
9609,10654,11585,10225
9826,11161,11186,9860
10184,11577,10692,9622
10655,11790,10217,9536
11172,11747,9846,9634
11614,11470,9624,9942
11842,11044,9576,10432
11774,10560,9720,10998
11438,10101,10051,11479
10948,9738,10521,11742
10434,9540,11030,11747
9987,9553,11457,11533
9665,9787,11704,11169
9512,10198,11730,10723
9556,10704,11544,10263
9807,11197,11192,9858
10232,11582,10735,9586
10757,11782,10249,9514
11270,11755,9827,9674
11651,11494,9569,10038
11815,11039,9542,10521
11730,10497,9741,11019
11415,9998,10109,11436
10935,9654,10558,11696
10400,9515,11010,11744
9926,9585,11397,11564
9611,9832,11663,11190
9503,10217,11746,10706
9608,10692,11601,10223
9892,11197,11224,9839
10309,11626,10699,9619
10797,11851,10168,9583
11285,11780,9771,9730
11670,11428,9578,10046
11840,10918,9587,10498
11726,10399,9764,11006
11362,9971,10077,11455
10858,9681,10495,11726
10348,9545,10971,11751
9932,9579,11421,11540
9664,9798,11731,11161
9562,10205,11797,10709
9637,10747,11585,10262
9896,11300,11158,9878
10326,11700,10641,9619
10857,11834,10155,9544
11362,11691,9779,9692
11703,11345,9560,10051
11797,10889,9531,10540
11645,10408,9701,11045
11310,9972,10053,11455
10869,9648,10530,11696
10397,9498,11040,11736
9964,9564,11478,11568
9650,9849,11744,11216
9526,10306,11778,10733
9635,10837,11568,10217
9961,11326,11152,9791
10422,11670,10619,9553
10915,11797,10093,9543
11340,11678,9696,9738
11634,11338,9501,10088
11749,10861,9526,10531
11656,10354,9747,11006
11352,9925,10112,11440
10887,9646,10567,11741
10363,9550,11054,11811
9910,9642,11496,11603
9632,9910,11787,11165
9572,10329,11821,10629
9710,10843,11558,10135
10002,11346,11071,9774
10401,11700,10515,9578
10860,11801,10032,9556
11308,11636,9703,9709
11649,11275,9547,10039
11786,10823,9564,10513
11669,10373,9750,11053
11322,9985,10101,11529
10840,9700,10592,11801
10344,9564,11138,11794
9931,9624,11598,11530
9658,9908,11830,11097
9563,10376,11767,10601
9664,10913,11458,10125
9956,11378,11008,9744
10391,11667,10518,9520
10889,11739,10066,9499
11343,11607,9715,9696
11656,11307,9521,10086
11765,10887,9532,10596
11649,10409,9766,11120
11330,9960,10190,11548
10859,9644,10714,11786
10332,9536,11216,11779
9868,9662,11590,11517
9578,9982,11767,11063
9516,10419,11720,10528
9674,10892,11456,10038
9996,11326,11022,9687
10419,11645,10507,9521
10880,11776,10023,9552
11317,11671,9676,9762
11658,11337,9534,10127
11813,10853,9605,10611
11703,10342,9863,11142
11322,9922,10253,11595
10774,9661,10720,11826
10226,9579,11193,11760
9812,9678,11580,11432
9590,9950,11779,10961
9553,10373,11724,10474
9684,10879,11428,10053
9966,11364,10975,9741
10382,11705,10477,9565
10889,11807,10040,9557
11392,11653,9729,9747
11755,11295,9581,10146
11851,10829,9616,10689
11648,10345,9846,11233
11226,9918,10247,11624
10713,9622,10746,11769
10222,9515,11231,11672
9825,9628,11587,11386
9573,9949,11740,10982
9505,10415,11672,10523
9642,10930,11410,10076
9980,11388,11003,9719
10465,11700,10520,9529
11001,11804,10046,9561
11466,11668,9685,9819
11756,11306,9526,10247
11806,10794,9605,10745
11612,10255,9887,11216
11213,9816,10300,11570
10695,9565,10755,11744
10175,9521,11187,11693
9764,9674,11531,11421
9539,9986,11729,10987
9528,10418,11717,10490
9718,10920,11463,10040
10069,11409,11002,9723
10525,11764,10451,9582
11024,11859,9965,9627
11478,11648,9657,9849
11777,11204,9557,10231
11821,10675,9644,10719
11586,10192,9882,11218
11145,9824,10246,11601
10627,9601,10699,11769
10152,9537,11181,11686
9798,9652,11586,11392
9601,9958,11799,10971
9575,10439,11738,10510
9732,11008,11415,10080
10073,11509,10930,9741
10560,11794,10414,9556
11094,11796,9969,9578
11538,11551,9657,9827
11771,11147,9519,10255
11753,10674,9578,10765
11514,10206,9835,11240
11126,9812,10252,11586
10664,9558,10760,11742
10200,9501,11253,11693
9807,9668,11627,11437
9569,10041,11794,11013
9548,10544,11715,10497
9760,11069,11402,10005
10158,11501,10918,9654
10642,11754,10371,9519
11111,11771,9891,9605
11484,11547,9581,9875
11705,11136,9486,10272
11734,10635,9603,10738
11548,10153,9894,11209
11164,9785,10307,11601
10656,9585,10787,11811
10146,9572,11268,11755
9761,9744,11658,11427
9580,10082,11842,10924
9612,10553,11736,10392
9822,11076,11355,9952
10164,11527,10818,9664
10595,11775,10284,9544
11060,11755,9866,9598
11476,11494,9614,9831
11739,11084,9535,10232
11768,10626,9626,10754
11542,10196,9888,11286
11121,9846,10311,11686
10617,9619,10843,11834
10147,9563,11369,11702
9788,9724,11737,11347
9589,10100,11833,10874
9579,10615,11649,10378
9767,11133,11267,9936
10132,11527,10791,9619
10607,11723,10311,9482
11099,11706,9896,9560
11502,11499,9607,9850
11734,11139,9500,10306
11746,10681,9613,10837
11535,10200,9942,11332
11135,9797,10424,11684
10622,9566,10951,11814
10105,9565,11402,11687
9709,9784,11691,11327
9519,10165,11769,10822
9560,10625,11626,10295
9798,11089,11281,9861
10173,11483,10800,9592
10619,11732,10284,9514
11080,11766,9850,9626
11489,11553,9589,9909
11761,11136,9544,10334
11804,10621,9704,10852
11562,10138,10026,11365
11084,9783,10455,11732
10515,9600,10932,11829
10017,9598,11379,11633
9689,9774,11692,11229
9550,10118,11784,10741
9590,10589,11618,10280
9789,11102,11243,9904
10135,11541,10756,9649
10602,11786,10275,9540
11127,11772,9887,9617
11587,11515,9643,9905
11839,11095,9572,10383
11793,10609,9693,10945
11475,10139,10005,11432
10998,9761,10461,11715
10485,9543,10967,11748
10030,9534,11405,11563
9691,9746,11678,11220
9517,10141,11736,10787
9539,10643,11581,10323
9772,11146,11249,9905
10187,11552,10797,9612
10710,11780,10302,9517
11229,11777,9862,9654
11624,11532,9583,9997
11808,11085,9531,10466
11746,10542,9708,10960
11452,10036,10057,11386
10989,9677,10495,11669
10457,9519,10948,11749
9975,9566,11349,11601
9640,9794,11642,11248
9511,10164,11757,10772
9594,10637,11640,10282
9861,11150,11280,9882
10267,11598,10756,9640
10749,11847,10215,9580
11241,11797,9801,9704
11637,11463,9586,10000
11828,10964,9572,10437
11743,10447,9727,10944
11406,10011,10024,11406
10918,9707,10434,11704
10409,9553,10912,11765
9981,9565,11379,11582
9694,9764,11716,11220
9570,10157,11812,10771
9624,10695,11624,10313
9865,11254,11210,9913
10280,11670,10694,9633
10803,11825,10199,9535
11311,11706,9808,9660
11667,11381,9568,9998
11788,10939,9517,10476
11667,10462,9666,10983
11358,10019,10002,11411
10931,9680,10472,11682
10458,9508,10990,11752
10013,9551,11445,11609
9678,9817,11734,11270
9531,10260,11792,10787
9618,10785,11602,10262
9923,11278,11199,9820
10369,11637,10670,9563
10854,11787,10139,9530
11285,11696,9726,9703
11598,11382,9510,10035
11742,10920,9514,10469
11681,10415,9715,10948
11404,9976,10067,11401
10951,9677,10519,11729
10423,9560,11010,11827
9954,9629,11466,11639
9655,9877,11776,11212
9571,10280,11832,10676
9685,10787,11590,10175
9957,11293,11120,9801
10341,11665,10569,9588
10795,11796,10080,9544
11252,11663,9735,9676
11616,11327,9559,9988
11786,10886,9556,10455
11700,10434,9724,11000
11376,10033,10062,11494
10901,9729,10546,11791
10398,9570,11094,11807
9969,9607,11564,11561
9676,9869,11813,11140
9557,10320,11776,10647
9635,10851,11492,10168
9906,11324,11061,9774
10330,11636,10577,9532
10826,11739,10119,9489
11293,11639,9751,9665
11631,11362,9535,10040
11770,10950,9525,10542
11683,10467,9740,11072
11379,10005,10150,11513
10915,9666,10666,11772
10380,9537,11167,11787
9902,9639,11550,11547
9592,9937,11749,11107
9508,10360,11730,10579
9643,10829,11495,10085
9948,11273,11082,9720
10362,11617,10571,9536
10824,11781,10077,9545
11274,11706,9712,9735
11638,11392,9545,10085
11820,10911,9597,10560
11733,10394,9834,11093
11367,9959,10208,11557
10826,9677,10664,11809
10273,9575,11136,11769
9846,9651,11536,11467
9604,9903,11760,11014
9546,10311,11739,10532
9656,10816,11474,10105
9923,11315,11036,9779
10331,11682,10540,9583
10840,11816,10091,9551
11356,11686,9761,9721
11738,11343,9589,10103
11857,10879,9601,10636
11676,10389,9809,11180
11270,9950,10193,11583
10766,9636,10682,11754
10272,9508,11171,11686
9863,9599,11546,11427
9591,9901,11728,11041
9501,10355,11694,10585
9619,10872,11457,10131
9941,11346,11065,9756
10418,11683,10579,9544
10955,11813,10091,9553
11430,11697,9710,9789
11735,11349,9528,10198
11808,10840,9583,10686
11639,10298,9844,11158
11260,9850,10240,11530
10753,9580,10691,11731
10231,9516,11130,11713
9806,9647,11494,11470
9559,9942,11722,11050
9526,10365,11741,10554
9696,10868,11511,10091
10033,11370,11059,9755
10480,11745,10505,9591
10976,11863,10006,9613
11436,11673,9677,9814
11751,11245,9555,10177
11821,10724,9619,10655
11617,10238,9838,11158
11199,9861,10188,11562
10690,9621,10638,11763
10209,9536,11129,11714
9839,9628,11557,11443
9621,9918,11798,11032
9573,10388,11765,10568
9709,10957,11460,10125
10034,11469,10982,9767
10508,11773,10463,9559
11040,11798,10005,9560
11490,11577,9676,9785
11746,11191,9518,10196
11757,10728,9555,10701
11549,10259,9792,11185
11183,9854,10198,11554
10728,9581,10706,11742
10256,9502,11210,11721
9847,9647,11603,11486
9585,10002,11795,11067
9542,10495,11738,10546
9733,11017,11443,10041
10111,11458,10968,9675
10583,11729,10421,9519
11050,11774,9931,9582
11435,11579,9603,9831
11682,11189,9486,10214
11743,10697,9582,10677
11587,10212,9856,11159
11224,9827,10261,11574
10720,9606,10741,11812
10199,9572,11229,11781
9795,9721,11634,11470
9591,10041,11838,10971
9600,10499,11755,10437
9787,11019,11395,9988
10110,11481,10871,9684
10531,11753,10338,9545
10997,11765,9909,9577
11429,11534,9639,9790
11720,11143,9539,10178
11783,10689,9610,10697
11585,10253,9856,11240
11178,9888,10267,11662
10675,9638,10796,11835
10192,9559,11328,11722
9816,9697,11709,11383
9596,10053,11826,10920
9562,10553,11670,10424
9728,11073,11310,9976
10075,11482,10849,9643
10543,11706,10370,9485
11040,11722,9943,9541
11463,11542,9635,9812
11722,11200,9505,10255
11764,10744,9597,10786
11576,10253,9909,11288
11189,9831,10379,11657
10675,9579,10899,11810
10147,9555,11354,11705
9734,9751,11658,11365
9523,10111,11763,10873
9541,10561,11650,10347
9759,11028,11331,9905
10119,11441,10864,9617
10562,11719,10346,9520
11030,11784,9897,9610
11457,11598,9615,9874
11754,11193,9547,10286
11822,10677,9685,10801
11600,10182,9988,11319
11134,9811,10402,11701
10566,9608,10872,11824
10060,9583,11324,11655
9715,9738,11658,11273
9556,10063,11780,10800
9573,10525,11649,10338
9753,11045,11297,9952
10087,11504,10821,9677
10552,11778,10334,9548
11082,11793,9930,9601
11559,11556,9664,9869
11832,11145,9569,10333
11808,10657,9668,10888
11511,10178,9959,11382
11047,9786,10400,11685
10538,9550,10902,11746
10076,9518,11351,11591
9723,9707,11649,11272
9526,10087,11740,10849
9527,10583,11615,10384
9741,11095,11304,9953
10144,11520,10859,9639
10664,11773,10356,9521
11186,11795,9899,9635
11593,11567,9597,9958
11796,11129,9523,10410
11759,10588,9676,10900
11489,10075,10006,11335
11042,9704,10432,11640
10517,9526,10885,11752
10025,9552,11301,11635
9673,9759,11618,11306
9521,10115,11765,10837
9582,10584,11675,10341
9833,11102,11334,9924
10226,11567,10812,9662
10702,11837,10263,9579
11193,11811,9832,9679
11600,11497,9597,9953
11814,11009,9560,10376
11759,10496,9693,10880
11448,10056,9973,11355
10977,9738,10373,11681
10471,9564,10855,11774
10033,9554,11337,11621
9726,9733,11700,11277
9580,10111,11825,10830
9612,10644,11659,10365
9834,11207,11258,9949
10234,11637,10745,9648
10748,11813,10244,9528
11256,11719,9838,9630
11628,11416,9580,9947
11775,10991,9505,10412
11687,10519,9633,10921
11405,10070,9953,11367
10992,9715,10418,11664
10521,9521,10941,11764
10064,9541,11410,11648
9707,9787,11721,11321
9537,10216,11802,10838
9602,10733,11633,10305
9886,11227,11245,9850
10315,11600,10722,9574
10792,11775,10186,9520
11228,11713,9759,9671
11559,11426,9524,9984
11733,10980,9504,10409
11705,10478,9686,10891
11454,10028,10026,11360
11014,9712,10471,11714
10482,9572,10966,11840
9998,9619,11432,11673
9677,9846,11760,11256
9571,10231,11838,10723
9662,10729,11619,10217
9912,11238,11168,9831
10282,11627,10626,9600
10730,11788,10132,9535
11195,11688,9772,9646
11581,11378,9575,9940
11783,10950,9550,10398
11730,10497,9698,10948
11427,10084,10023,11458
10960,9760,10500,11777
10451,9578,11048,11816
10007,9591,11527,11589
9693,9832,11793,11181
9552,10265,11782,10694
9607,10788,11525,10212
9858,11269,11113,9808
10269,11602,10638,9547
10764,11738,10174,9483
11242,11669,9790,9638
11604,11415,9553,9995
11773,11013,9520,10491
11712,10526,9716,11023
11427,10048,10111,11477
10967,9691,10615,11755
10429,9538,11114,11792
9938,9618,11506,11574
9608,9895,11725,11153
9502,10300,11737,10634
9614,10765,11532,10136
9902,11220,11140,9758
10306,11587,10637,9554
10769,11783,10134,9541
11232,11739,9749,9710
11617,11443,9561,10044
11823,10969,9588,10510
11761,10444,9805,11042
11411,9995,10161,11516
10877,9696,10605,11789
10321,9573,11076,11776
9883,9626,11488,11501
9622,9858,11739,11067
9543,10250,11753,10592
9632,10753,11517,10160
9883,11264,11099,9819
10281,11658,10604,9603
10791,11822,10143,9548
11318,11717,9793,9696
11718,11389,9598,10060
11859,10929,9587,10581
11700,10433,9773,11125
11312,9984,10138,11540
10818,9654,10618,11736
10323,9505,11110,11698
9903,9574,11502,11468
9613,9854,11715,11099
9501,10297,11712,10650
9598,10815,11503,10187
9904,11303,11124,9795
10374,11662,10638,9560
10910,11817,10138,9545
11392,11723,9736,9760
11711,11388,9532,10149
11807,10886,9563,10627
11661,10343,9803,11099
11305,9886,10183,11486
10812,9598,10628,11716
10288,9514,11073,11731
9850,9623,11457,11517
9582,9901,11712,11114
9527,10312,11763,10617
9678,10816,11556,10143
9997,11330,11115,9788
10434,11723,10558,9602
10926,11864,10046,9600
11392,11694,9700,9778
11723,11284,9556,10122
11819,10773,9597,10591
11645,10287,9796,11098
11252,9900,10132,11523
10753,9644,10578,11755
10268,9538,11078,11738
9883,9609,11526,11492
9643,9880,11795,11091
9573,10339,11788,10624
9688,10907,11502,10168
9995,11427,11032,9793
10457,11747,10512,9565
10982,11797,10045,9541
11441,11600,9700,9744
11717,11237,9519,10138
11760,10784,9534,10636
11583,10315,9752,11130
11238,9899,10147,11520
10792,9607,10653,11739
10314,9504,11168,11746
9887,9628,11578,11530
9604,9965,11791,11119
9537,10446,11757,10594
9707,10963,11480,10080
10065,11411,11017,9698
10523,11702,10473,9521
10988,11774,9976,9562
11384,11610,9628,9790
11655,11243,9490,10158
11749,10760,9564,10618
11624,10271,9822,11108
11282,9872,10217,11543
10783,9631,10694,11809
10253,9573,11189,11803
9830,9700,11607,11508
9604,10000,11832,11016
9590,10443,11772,10481
9754,10960,11434,10025
10058,11431,10926,9707
10467,11727,10395,9548
10935,11772,9956,9559
11381,11573,9666,9752
11700,11202,9545,10125
11796,10754,9596,10641
11626,10310,9825,11194
11234,9929,10225,11635
10732,9658,10749,11830
10240,9555,11284,11739
9846,9670,11677,11418
9603,10006,11817,10964
9547,10493,11688,10471
9692,11010,11354,10017
10021,11434,10908,9670
10481,11686,10431,9492
10983,11734,9993,9526
11423,11584,9664,9777
11709,11258,9513,10208
11779,10805,9583,10735
11614,10304,9877,11244
11239,9865,10334,11627
10726,9593,10846,11801
10191,9546,11302,11721
9761,9719,11622,11402
9530,10060,11753,10924
9525,10499,11671,10403
9722,10968,11380,9952
10068,11397,10927,9648
10507,11703,10409,9529
10980,11801,9945,9598
11423,11640,9641,9843
11743,11248,9551,10240
11836,10731,9667,10748
11635,10226,9950,11271
11181,9839,10349,11668
10617,9617,10811,11814
10105,9571,11268,11676
9744,9703,11621,11319
9565,10009,11775,10859
9561,10461,11678,10397
9723,10985,11352,10001
10043,11464,10885,9710
10502,11767,10393,9558
11038,11810,9973,9588
11528,11594,9685,9836
11820,11192,9567,10283
11820,10704,9643,10831
11544,10218,9913,11330
11096,9813,10339,11651
10593,9559,10836,11742
10125,9506,11296,11618
9756,9672,11618,11323
9540,10034,11741,10913
9518,10524,11647,10447
9713,11043,11358,10002
10103,11487,10919,9668
10618,11763,10409,9527
11142,11808,9937,9617
11559,11598,9614,9918
11780,11172,9515,10355
11768,10634,9646,10838
11523,10118,9956,11281
11096,9733,10371,11609
10577,9536,10823,11753
10079,9541,11251,11669
9709,9727,11593,11362
9535,10069,11770,10902
9574,10531,11709,10399
9807,11054,11384,9968
10185,11533,10868,9684
10652,11825,10311,9578
11143,11820,9865,9656
11560,11527,9609,9909
11795,11056,9550,10315
11770,10548,9663,10814
11490,10103,9924,11302
11038,9771,10316,11654
10535,9578,10799,11782
10086,9546,11294,11659
9761,9704,11682,11332
9592,10067,11833,10889
9602,10593,11691,10415
9804,11159,11304,9984
10187,11601,10796,9664
10691,11798,10290,9522
11199,11730,9871,9602
11585,11452,9594,9897
11760,11043,9498,10349
11704,10577,9605,10859
11450,10122,9909,11320
11054,9752,10366,11644
10584,9537,10892,11774
10115,9534,11375,11682
9738,9759,11706,11369
9544,10172,11809,10888
9586,10680,11661,10349
9848,11175,11289,9881
10261,11560,10774,9588
10729,11759,10236,9513
11168,11728,9797,9641
11518,11469,9540,9936
11721,11040,9499,10351
11725,10542,9660,10835
11502,10083,9986,11318
11076,9748,10426,11696
10542,9586,10922,11848
10043,9610,11397,11702
9702,9815,11740,11298
9573,10182,11841,10768
9641,10669,11646,10260
9869,11180,11216,9863
10223,11587,10684,9615
10665,11777,10187,9529
11138,11711,9811,9620
11544,11428,9595,9895
11777,11013,9548,10344
11756,10559,9677,10896
11475,10135,9987,11419
11017,9791,10455,11759
10504,9587,11000,11821
10046,9577,11485,11614
9714,9794,11770,11221
9550,10209,11784,10742
9582,10724,11556,10259
9813,11211,11166,9845
10210,11567,10699,9567
10703,11733,10231,9481
11192,11696,9832,9613
11577,11465,9573,9954
11773,11074,9517,10441
11738,10583,9694,10973
11471,10092,10072,11437
11019,9716,10564,11733
10478,9542,11059,11794
9975,9598,11459,11600
9628,9852,11700,11199
9499,10242,11741,10689
9590,10701,11567,10190
9859,11165,11197,9799
10254,11554,10702,9576
10716,11782,10191,9541
11189,11767,9788,9689
11593,11492,9577,10005
11824,11023,9582,10460
11783,10494,9777,10989
11453,10032,10114,11472
10928,9716,10546,11765
10372,9572,11015,11780
9923,9604,11438,11535
9643,9814,11716,11121
9542,10192,11763,10653
9612,10690,11559,10217
9845,11214,11159,9862
10234,11632,10666,9625
10744,11824,10196,9546
11279,11745,9826,9673
11695,11430,9609,10017
11857,10976,9574,10526
11721,10477,9738,11067
11353,10019,10084,11495
10871,9674,10553,11715
10378,9505,11047,11709
9947,9551,11457,11508
9639,9811,11698,11159
9504,10241,11729,10715
9579,10759,11546,10245
9870,11259,11181,9835
10331,11638,10696,9578
10864,11816,10184,9541
11349,11745,9764,9731
11683,11425,9538,10100
11801,10932,9545,10566
11683,10389,9763,11039
11350,9924,10127,11441
10871,9622,10565,11698
10348,9516,11016,11747
9897,9603,11419,11562
9608,9862,11702,11175
9530,10263,11782,10679
9661,10764,11598,10195
9964,11286,11168,9822
10388,11698,10609,9615
10874,11860,10088,9588
11343,11714,9725,9744
11689,11324,9559,10069
11814,10824,9577,10527
11671,10339,9757,11037
11304,9943,10079,11481
10817,9670,10521,11744
10328,9544,11026,11761
9928,9592,11494,11539
9667,9844,11789,11148
9575,10292,11807,10678
9669,10855,11540,10212
9956,11382,11081,9820
10403,11719,10562,9571
10922,11792,10087,9526
11387,11623,9726,9706
11685,11281,9525,10082
11759,10841,9518,10572
11614,10372,9717,11074
11292,9946,10100,11485
10856,9635,10603,11732
10372,9511,11125,11767
9929,9612,11551,11571
9623,9930,11784,11169
9533,10395,11773,10642
9680,10908,11516,10117
10019,11362,11066,9721
10463,11672,10527,9526
10924,11772,10022,9545
11332,11638,9658,9752
11627,11296,9497,10105
11752,10825,9550,10559
11659,10332,9791,11057
11337,9920,10174,11512
10845,9657,10648,11804
10305,9577,11147,11821
9866,9680,11577,11542
9618,9960,11820,11061
9580,10387,11785,10527
9722,10898,11472,10064
10007,11379,10980,9733
10405,11699,10453,9556
10872,11777,10005,9546
11331,11610,9698,9717
11678,11259,9556,10075
11806,10818,9585,10587
11663,10369,9796,11147
11288,9970,10184,11605
10787,9679,10701,11822
10287,9553,11236,11754
9876,9645,11640,11451
9614,9958,11804,11009
9535,10431,11704,10521
9657,10947,11396,10062
9969,11385,10966,9701
10420,11665,10491,9504
10925,11745,10045,9513
11383,11623,9697,9744
11695,11314,9522,10163
11791,10865,9571,10684
11649,10355,9846,11198
11287,9900,10288,11594
10778,9607,10791,11789
10235,9539,11248,11734
9792,9688,11583,11438
9541,10009,11740,10976
9513,10436,11690,10461
9689,10906,11427,10001
10021,11351,10991,9681
10454,11685,10472,9541
10931,11815,9995,9587
11389,11679,9670,9812
11731,11300,9556,10195
11847,10782,9650,10696
11666,10270,9912,11220
11227,9869,10294,11631
10669,9628,10749,11803
10152,9560,11210,11694
9777,9671,11582,11364
9578,9958,11767,10918
9552,10400,11703,10459
9695,10927,11404,10053
10001,11424,10948,9743
10455,11754,10452,9569
10994,11824,10016,9577
11494,11628,9708,9803
11805,11237,9567,10233
11827,10750,9619,10773
11574,10260,9868,11275
11144,9843,10278,11616
10648,9571,10771,11736
10177,9495,11241,11642
9794,9640,11586,11373
9556,9985,11740,10976
9512,10468,11676,10510
9687,10992,11408,10052
10065,11451,10977,9698
10572,11750,10462,9533
11097,11817,9975,9600
11522,11627,9631,9879
11761,11214,9510,10300
11773,10682,9618,10775
11556,10163,9907,11226
11150,9766,10311,11575
10639,9551,10762,11750
10136,9533,11202,11699
9748,9699,11566,11417
9550,10025,11773,10965
9569,10479,11739,10457
9782,11005,11433,10011
10144,11497,10921,9707
10602,11808,10359,9579
11090,11827,9900,9633
11516,11556,9626,9865
11772,11102,9544,10256
11778,10601,9635,10750
11529,10152,9879,11248
11097,9809,10260,11626
10599,9596,10743,11787
10140,9543,11252,11692
9797,9680,11661,11384
9606,10026,11838,10945
9593,10542,11719,10465
9774,11109,11348,10020
10140,11560,10847,9682
10632,11779,10338,9519
11139,11739,9907,9576
11539,11486,9612,9850
11742,11095,9494,10289
11719,10637,9579,10798
11493,10178,9867,11272
11115,9792,10317,11621
10646,9557,10844,11781
10165,9531,11338,11712
9770,9734,11686,11414
9553,10128,11811,10937
9572,10625,11685,10392
9812,11120,11331,9914
10206,11518,10827,9605
10664,11741,10289,9508
11109,11740,9838,9615
11475,11510,9562,9891
11706,11101,9497,10295
11743,10607,9639,10779
11548,10138,9950,11275
11136,9786,10381,11676
10600,9602,10877,11852
10088,9603,11358,11727
9729,9784,11717,11337
9576,10133,11839,10815
9620,10609,11671,10303
9828,11121,11263,9897
10166,11544,10743,9633
10602,11764,10243,9528
11080,11732,9853,9597
11506,11476,9618,9853
11770,11075,9549,10291
11779,10622,9658,10844
11521,10185,9952,11379
11072,9824,10409,11738
10556,9596,10951,11822
10086,9564,11440,11637
9735,9758,11742,11261
9550,10154,11783,10791
9560,10659,11585,10308
9771,11152,11217,9886
10153,11529,10762,9590
10643,11726,10290,9482
11142,11721,9876,9592
11548,11513,9596,9915
11771,11133,9517,10392
11761,10639,9672,10923
11513,10135,10032,11395
11070,9741,10511,11708
10527,9547,11001,11792
10015,9580,11409,11624
9651,9811,11671,11245
9500,10184,11743,10747
9568,10638,11600,10246
9820,11109,11254,9843
10203,11521,10767,9600
10666,11777,10250,9543
11147,11793,9829,9669
11568,11537,9595,9967
11821,11075,9577,10410
11803,10541,9750,10935
11491,10070,10067,11425
10977,9739,10485,11738
10424,9574,10952,11783
9965,9584,11387,11567
9668,9773,11689,11176
9546,10135,11771,10716
9595,10629,11598,10276
9811,11163,11217,9907
10189,11603,10729,9649
10697,11823,10248,9548
11238,11767,9861,9651
11668,11469,9621,9976
11850,11022,9562,10470
11738,10523,9703,11008
11393,10056,10031,11446
