 Date__(UT)__HR:MN, Date_________JDUT,     Sun,    ObsEcLon,   ObsEcLat,
 2024-Sep-21 18:00, 2460575.250000000,     Sun, 179.2368356,  0.0001404,
 2024-Sep-22 00:00, 2460575.500000000,     Sun, 179.4812944,  0.0001478,
 2024-Sep-22 06:00, 2460575.750000000,     Sun, 179.7257929,  0.0001547,
 2024-Sep-22 12:00, 2460576.000000000,     Sun, 179.9703311,  0.0001612,
 2024-Sep-22 18:00, 2460576.250000000,     Sun, 180.2149090,  0.0001672,
 2024-Sep-23 00:00, 2460576.500000000,     Sun, 180.4595267,  0.0001727,
 2024-Sep-23 06:00, 2460576.750000000,     Sun, 180.7041843,  0.0001777,
 2024-Sep-23 12:00, 2460577.000000000,     Sun, 180.9488816,  0.0001821,
 2024-Sep-23 18:00, 2460577.250000000,     Sun, 181.1936186,  0.0001861,
 2024-Sep-24 00:00, 2460577.500000000,     Sun, 181.4383953,  0.0001895,
 2024-Sep-24 06:00, 2460577.750000000,     Sun, 181.6832116,  0.0001923,
 2024-Sep-24 12:00, 2460578.000000000,     Sun, 181.9280674,  0.0001946,
 2024-Sep-24 18:00, 2460578.250000000,     Sun, 182.1729627,  0.0001964,
 2024-Sep-25 00:00, 2460578.500000000,     Sun, 182.4178972,  0.0001976,
 2024-Sep-25 06:00, 2460578.750000000,     Sun, 182.6628710,  0.0001982,
 2024-Sep-25 12:00, 2460579.000000000,     Sun, 182.9078838,  0.0001983,
 2024-Sep-25 18:00, 2460579.250000000,     Sun, 183.1529356,  0.0001979,
 2024-Sep-26 00:00, 2460579.500000000,     Sun, 183.3980262,  0.0001969,
 2024-Sep-26 06:00, 2460579.750000000,     Sun, 183.6431555,  0.0001954,
 2024-Sep-26 12:00, 2460580.000000000,     Sun, 183.8883234,  0.0001934,
 2024-Sep-26 18:00, 2460580.250000000,     Sun, 184.1335298,  0.0001909,
 2024-Sep-27 00:00, 2460580.500000000,     Sun, 184.3787746,  0.0001879,
 2024-Sep-27 06:00, 2460580.750000000,     Sun, 184.6240575,  0.0001844,
 2024-Sep-27 12:00, 2460581.000000000,     Sun, 184.8693785,  0.0001804,
 2024-Sep-27 18:00, 2460581.250000000,     Sun, 185.1147375,  0.0001760,
 2024-Sep-28 00:00, 2460581.500000000,     Sun, 185.3601344,  0.0001712,
 2024-Sep-28 06:00, 2460581.750000000,     Sun, 185.6055690,  0.0001660,
 2024-Sep-28 12:00, 2460582.000000000,     Sun, 185.8510412,  0.0001603,
 2024-Sep-28 18:00, 2460582.250000000,     Sun, 186.0965509,  0.0001543,
 2024-Sep-29 00:00, 2460582.500000000,     Sun, 186.3420980,  0.0001479,
 2024-Sep-29 06:00, 2460582.750000000,     Sun, 186.5876823,  0.0001412,
 2024-Sep-29 12:00, 2460583.000000000,     Sun, 186.8333038,  0.0001342,
 2024-Sep-29 18:00, 2460583.250000000,     Sun, 187.0789623,  0.0001269,
 2024-Sep-30 00:00, 2460583.500000000,     Sun, 187.3246578,  0.0001193,
 2024-Sep-30 06:00, 2460583.750000000,     Sun, 187.5703901,  0.0001114,
 2024-Sep-30 12:00, 2460584.000000000,     Sun, 187.8161591,  0.0001034,
 2024-Sep-30 18:00, 2460584.250000000,     Sun, 188.0619648,  0.0000951,
 2024-Oct-01 00:00, 2460584.500000000,     Sun, 188.3078069,  0.0000867,
 2024-Oct-01 06:00, 2460584.750000000,     Sun, 188.5536854,  0.0000781,
 2024-Oct-01 12:00, 2460585.000000000,     Sun, 188.7996002,  0.0000693,
 2024-Oct-01 18:00, 2460585.250000000,     Sun, 189.0455511,  0.0000605,
 2024-Oct-02 00:00, 2460585.500000000,     Sun, 189.2915382,  0.0000516,
 2024-Oct-02 06:00, 2460585.750000000,     Sun, 189.5375611,  0.0000426,
 2024-Oct-02 12:00, 2460586.000000000,     Sun, 189.7836199,  0.0000336,
 2024-Oct-02 18:00, 2460586.250000000,     Sun, 190.0297144,  0.0000246,
 2024-Oct-03 00:00, 2460586.500000000,     Sun, 190.2758444,  0.0000157,
 2024-Oct-03 06:00, 2460586.750000000,     Sun, 190.5220099,  0.0000067,
 2024-Oct-03 12:00, 2460587.000000000,     Sun, 190.7682108, -0.0000021,
 2024-Oct-03 18:00, 2460587.250000000,     Sun, 191.0144468, -0.0000109,
 2024-Oct-04 00:00, 2460587.500000000,     Sun, 191.2607179, -0.0000195,
 2024-Oct-04 06:00, 2460587.750000000,     Sun, 191.5070240, -0.0000280,
 2024-Oct-04 12:00, 2460588.000000000,     Sun, 191.7533648, -0.0000363,
 2024-Oct-04 18:00, 2460588.250000000,     Sun, 191.9997403, -0.0000444,
 2024-Oct-05 00:00, 2460588.500000000,     Sun, 192.2461502, -0.0000523,
 2024-Oct-05 06:00, 2460588.750000000,     Sun, 192.4925945, -0.0000600,
 2024-Oct-05 12:00, 2460589.000000000,     Sun, 192.7390729, -0.0000673,
 2024-Oct-05 18:00, 2460589.250000000,     Sun, 192.9855853, -0.0000744,
 2024-Oct-06 00:00, 2460589.500000000,     Sun, 193.2321316, -0.0000812,
 2024-Oct-06 06:00, 2460589.750000000,     Sun, 193.4787115, -0.0000877,
 2024-Oct-06 12:00, 2460590.000000000,     Sun, 193.7253249, -0.0000938,
 2024-Oct-06 18:00, 2460590.250000000,     Sun, 193.9719716, -0.0000995,
 2024-Oct-07 00:00, 2460590.500000000,     Sun, 194.2186514, -0.0001049,
 2024-Oct-07 06:00, 2460590.750000000,     Sun, 194.4653641, -0.0001098,
 2024-Oct-07 12:00, 2460591.000000000,     Sun, 194.7121095, -0.0001143,
 2024-Oct-07 18:00, 2460591.250000000,     Sun, 194.9588875, -0.0001184,
 2024-Oct-08 00:00, 2460591.500000000,     Sun, 195.2056978, -0.0001221,
 2024-Oct-08 06:00, 2460591.750000000,     Sun, 195.4525402, -0.0001252,
 2024-Oct-08 12:00, 2460592.000000000,     Sun, 195.6994146, -0.0001279,
 2024-Oct-08 18:00, 2460592.250000000,     Sun, 195.9463207, -0.0001301,
 2024-Oct-09 00:00, 2460592.500000000,     Sun, 196.1932583, -0.0001318,
 2024-Oct-09 06:00, 2460592.750000000,     Sun, 196.4402272, -0.0001329,
 2024-Oct-09 12:00, 2460593.000000000,     Sun, 196.6872273, -0.0001336,
 2024-Oct-09 18:00, 2460593.250000000,     Sun, 196.9342582, -0.0001337,
 2024-Oct-10 00:00, 2460593.500000000,     Sun, 197.1813199, -0.0001333,
 2024-Oct-10 06:00, 2460593.750000000,     Sun, 197.4284121, -0.0001323,
 2024-Oct-10 12:00, 2460594.000000000,     Sun, 197.6755347, -0.0001308,
 2024-Oct-10 18:00, 2460594.250000000,     Sun, 197.9226875, -0.0001287,
 2024-Oct-11 00:00, 2460594.500000000,     Sun, 198.1698702, -0.0001262,
 2024-Oct-11 06:00, 2460594.750000000,     Sun, 198.4170829, -0.0001230,
 2024-Oct-11 12:00, 2460595.000000000,     Sun, 198.6643253, -0.0001194,
 2024-Oct-11 18:00, 2460595.250000000,     Sun, 198.9115973, -0.0001152,
 2024-Oct-12 00:00, 2460595.500000000,     Sun, 199.1588989, -0.0001105,
 2024-Oct-12 06:00, 2460595.750000000,     Sun, 199.4062299, -0.0001053,
 2024-Oct-12 12:00, 2460596.000000000,     Sun, 199.6535903, -0.0000996,
 2024-Oct-12 18:00, 2460596.250000000,     Sun, 199.9009801, -0.0000934,
 2024-Oct-13 00:00, 2460596.500000000,     Sun, 200.1483994, -0.0000867,
 2024-Oct-13 06:00, 2460596.750000000,     Sun, 200.3958481, -0.0000796,
 2024-Oct-13 12:00, 2460597.000000000,     Sun, 200.6433263, -0.0000721,
 2024-Oct-13 18:00, 2460597.250000000,     Sun, 200.8908342, -0.0000642,
 2024-Oct-14 00:00, 2460597.500000000,     Sun, 201.1383719, -0.0000559,
 2024-Oct-14 06:00, 2460597.750000000,     Sun, 201.3859397, -0.0000473,
 2024-Oct-14 12:00, 2460598.000000000,     Sun, 201.6335378, -0.0000383,
 2024-Oct-14 18:00, 2460598.250000000,     Sun, 201.8811665, -0.0000291,
 2024-Oct-15 00:00, 2460598.500000000,     Sun, 202.1288262, -0.0000197,
 2024-Oct-15 06:00, 2460598.750000000,     Sun, 202.3765172, -0.0000100,
 2024-Oct-15 12:00, 2460599.000000000,     Sun, 202.6242399, -0.0000001,
 2024-Oct-15 18:00, 2460599.250000000,     Sun, 202.8719948,  0.0000098,
 2024-Oct-16 00:00, 2460599.500000000,     Sun, 203.1197824,  0.0000199,
 2024-Oct-16 06:00, 2460599.750000000,     Sun, 203.3676031,  0.0000300,
 2024-Oct-16 12:00, 2460600.000000000,     Sun, 203.6154576,  0.0000402,
 2024-Oct-16 18:00, 2460600.250000000,     Sun, 203.8633462,  0.0000503,
 2024-Oct-17 00:00, 2460600.500000000,     Sun, 204.1112696,  0.0000603,
 2024-Oct-17 06:00, 2460600.750000000,     Sun, 204.3592282,  0.0000702,
 2024-Oct-17 12:00, 2460601.000000000,     Sun, 204.6072226,  0.0000799,
 2024-Oct-17 18:00, 2460601.250000000,     Sun, 204.8552532,  0.0000895,
 2024-Oct-18 00:00, 2460601.500000000,     Sun, 205.1033205,  0.0000988,
 2024-Oct-18 06:00, 2460601.750000000,     Sun, 205.3514250,  0.0001078,
 2024-Oct-18 12:00, 2460602.000000000,     Sun, 205.5995669,  0.0001165,
 2024-Oct-18 18:00, 2460602.250000000,     Sun, 205.8477467,  0.0001249,
 2024-Oct-19 00:00, 2460602.500000000,     Sun, 206.0959646,  0.0001329,
 2024-Oct-19 06:00, 2460602.750000000,     Sun, 206.3442210,  0.0001405,
 2024-Oct-19 12:00, 2460603.000000000,     Sun, 206.5925160,  0.0001476,
 2024-Oct-19 18:00, 2460603.250000000,     Sun, 206.8408499,  0.0001543,
 2024-Oct-20 00:00, 2460603.500000000,     Sun, 207.0892228,  0.0001605,
 2024-Oct-20 06:00, 2460603.750000000,     Sun, 207.3376348,  0.0001662,
 2024-Oct-20 12:00, 2460604.000000000,     Sun, 207.5860859,  0.0001714,
 2024-Oct-20 18:00, 2460604.250000000,     Sun, 207.8345762,  0.0001761,
 2024-Oct-21 00:00, 2460604.500000000,     Sun, 208.0831058,  0.0001802,
 2024-Oct-21 06:00, 2460604.750000000,     Sun, 208.3316747,  0.0001837,
 2024-Oct-21 12:00, 2460605.000000000,     Sun, 208.5802828,  0.0001867,
 2024-Oct-21 18:00, 2460605.250000000,     Sun, 208.8289300,  0.0001891,
 2024-Oct-22 00:00, 2460605.500000000,     Sun, 209.0776164,  0.0001910,
 2024-Oct-22 06:00, 2460605.750000000,     Sun, 209.3263419,  0.0001923,
 2024-Oct-22 12:00, 2460606.000000000,     Sun, 209.5751064,  0.0001930,
 2024-Oct-22 18:00, 2460606.250000000,     Sun, 209.8239098,  0.0001931,
 2024-Oct-23 00:00, 2460606.500000000,     Sun, 210.0727521,  0.0001927,
 2024-Oct-23 06:00, 2460606.750000000,     Sun, 210.3216332,  0.0001918,
 2024-Oct-23 12:00, 2460607.000000000,     Sun, 210.5705530,  0.0001903,
 2024-Oct-23 18:00, 2460607.250000000,     Sun, 210.8195114,  0.0001883,
 2024-Oct-24 00:00, 2460607.500000000,     Sun, 211.0685083,  0.0001858,
 2024-Oct-24 06:00, 2460607.750000000,     Sun, 211.3175437,  0.0001827,
 2024-Oct-24 12:00, 2460608.000000000,     Sun, 211.5666173,  0.0001792,
 2024-Oct-24 18:00, 2460608.250000000,     Sun, 211.8157293,  0.0001752,
 2024-Oct-25 00:00, 2460608.500000000,     Sun, 212.0648793,  0.0001708,
 2024-Oct-25 06:00, 2460608.750000000,     Sun, 212.3140675,  0.0001659,
 2024-Oct-25 12:00, 2460609.000000000,     Sun, 212.5632935,  0.0001606,
 2024-Oct-25 18:00, 2460609.250000000,     Sun, 212.8125574,  0.0001549,
 2024-Oct-26 00:00, 2460609.500000000,     Sun, 213.0618591,  0.0001488,
 2024-Oct-26 06:00, 2460609.750000000,     Sun, 213.3111984,  0.0001423,
 2024-Oct-26 12:00, 2460610.000000000,     Sun, 213.5605752,  0.0001355,
 2024-Oct-26 18:00, 2460610.250000000,     Sun, 213.8099894,  0.0001284,
 2024-Oct-27 00:00, 2460610.500000000,     Sun, 214.0594410,  0.0001210,
 2024-Oct-27 06:00, 2460610.750000000,     Sun, 214.3089297,  0.0001133,
 2024-Oct-27 12:00, 2460611.000000000,     Sun, 214.5584555,  0.0001054,
 2024-Oct-27 18:00, 2460611.250000000,     Sun, 214.8080183,  0.0000973,
 2024-Oct-28 00:00, 2460611.500000000,     Sun, 215.0576179,  0.0000889,
 2024-Oct-28 06:00, 2460611.750000000,     Sun, 215.3072543,  0.0000804,
 2024-Oct-28 12:00, 2460612.000000000,     Sun, 215.5569272,  0.0000717,
 2024-Oct-28 18:00, 2460612.250000000,     Sun, 215.8066365,  0.0000629,
 2024-Oct-29 00:00, 2460612.500000000,     Sun, 216.0563822,  0.0000540,
 2024-Oct-29 06:00, 2460612.750000000,     Sun, 216.3061640,  0.0000450,
 2024-Oct-29 12:00, 2460613.000000000,     Sun, 216.5559818,  0.0000360,
 2024-Oct-29 18:00, 2460613.250000000,     Sun, 216.8058355,  0.0000270,
 2024-Oct-30 00:00, 2460613.500000000,     Sun, 217.0557248,  0.0000179,
 2024-Oct-30 06:00, 2460613.750000000,     Sun, 217.3056497,  0.0000089,
 2024-Oct-30 12:00, 2460614.000000000,     Sun, 217.5556099, -0.0000001,
 2024-Oct-30 18:00, 2460614.250000000,     Sun, 217.8056053, -0.0000091,
 2024-Oct-31 00:00, 2460614.500000000,     Sun, 218.0556356, -0.0000179,
 2024-Oct-31 06:00, 2460614.750000000,     Sun, 218.3057007, -0.0000266,
 2024-Oct-31 12:00, 2460615.000000000,     Sun, 218.5558004, -0.0000351,
 2024-Oct-31 18:00, 2460615.250000000,     Sun, 218.8059344, -0.0000435,
 2024-Nov-01 00:00, 2460615.500000000,     Sun, 219.0561025, -0.0000517,
 2024-Nov-01 06:00, 2460615.750000000,     Sun, 219.3063045, -0.0000596,
 2024-Nov-01 12:00, 2460616.000000000,     Sun, 219.5565402, -0.0000673,
 2024-Nov-01 18:00, 2460616.250000000,     Sun, 219.8068092, -0.0000748,
 2024-Nov-02 00:00, 2460616.500000000,     Sun, 220.0571114, -0.0000819,
 2024-Nov-02 06:00, 2460616.750000000,     Sun, 220.3074464, -0.0000888,
 2024-Nov-02 12:00, 2460617.000000000,     Sun, 220.5578140, -0.0000953,
 2024-Nov-02 18:00, 2460617.250000000,     Sun, 220.8082138, -0.0001015,
 2024-Nov-03 00:00, 2460617.500000000,     Sun, 221.0586456, -0.0001073,
 2024-Nov-03 06:00, 2460617.750000000,     Sun, 221.3091091, -0.0001127,
 2024-Nov-03 12:00, 2460618.000000000,     Sun, 221.5596040, -0.0001177,
 2024-Nov-03 18:00, 2460618.250000000,     Sun, 221.8101298, -0.0001223,
 2024-Nov-04 00:00, 2460618.500000000,     Sun, 222.0606864, -0.0001265,
 2024-Nov-04 06:00, 2460618.750000000,     Sun, 222.3112733, -0.0001302,
 2024-Nov-04 12:00, 2460619.000000000,     Sun, 222.5618902, -0.0001334,
 2024-Nov-04 18:00, 2460619.250000000,     Sun, 222.8125368, -0.0001362,
 2024-Nov-05 00:00, 2460619.500000000,     Sun, 223.0632127, -0.0001384,
 2024-Nov-05 06:00, 2460619.750000000,     Sun, 223.3139176, -0.0001402,
 2024-Nov-05 12:00, 2460620.000000000,     Sun, 223.5646511, -0.0001415,
 2024-Nov-05 18:00, 2460620.250000000,     Sun, 223.8154128, -0.0001422,
 2024-Nov-06 00:00, 2460620.500000000,     Sun, 224.0662023, -0.0001425,
 2024-Nov-06 06:00, 2460620.750000000,     Sun, 224.3170195, -0.0001422,
 2024-Nov-06 12:00, 2460621.000000000,     Sun, 224.5678638, -0.0001414,
 2024-Nov-06 18:00, 2460621.250000000,     Sun, 224.8187349, -0.0001401,
 2024-Nov-07 00:00, 2460621.500000000,     Sun, 225.0696326, -0.0001382,
 2024-Nov-07 06:00, 2460621.750000000,     Sun, 225.3205564, -0.0001358,
 2024-Nov-07 12:00, 2460622.000000000,     Sun, 225.5715060, -0.0001329,
 2024-Nov-07 18:00, 2460622.250000000,     Sun, 225.8224812, -0.0001295,
 2024-Nov-08 00:00, 2460622.500000000,     Sun, 226.0734817, -0.0001256,
 2024-Nov-08 06:00, 2460622.750000000,     Sun, 226.3245071, -0.0001212,
 2024-Nov-08 12:00, 2460623.000000000,     Sun, 226.5755572, -0.0001163,
 2024-Nov-08 18:00, 2460623.250000000,     Sun, 226.8266319, -0.0001109,
 2024-Nov-09 00:00, 2460623.500000000,     Sun, 227.0777307, -0.0001051,
 2024-Nov-09 06:00, 2460623.750000000,     Sun, 227.3288537, -0.0000988,
 2024-Nov-09 12:00, 2460624.000000000,     Sun, 227.5800006, -0.0000921,
 2024-Nov-09 18:00, 2460624.250000000,     Sun, 227.8311713, -0.0000850,
 2024-Nov-10 00:00, 2460624.500000000,     Sun, 228.0823656, -0.0000775,
 2024-Nov-10 06:00, 2460624.750000000,     Sun, 228.3335836, -0.0000696,
 2024-Nov-10 12:00, 2460625.000000000,     Sun, 228.5848252, -0.0000615,
 2024-Nov-10 18:00, 2460625.250000000,     Sun, 228.8360904, -0.0000530,
 2024-Nov-11 00:00, 2460625.500000000,     Sun, 229.0873793, -0.0000443,
 2024-Nov-11 06:00, 2460625.750000000,     Sun, 229.3386918, -0.0000353,
 2024-Nov-11 12:00, 2460626.000000000,     Sun, 229.5900282, -0.0000261,
 2024-Nov-11 18:00, 2460626.250000000,     Sun, 229.8413887, -0.0000167,
 2024-Nov-12 00:00, 2460626.500000000,     Sun, 230.0927733, -0.0000072,
 2024-Nov-12 06:00, 2460626.750000000,     Sun, 230.3441823,  0.0000024,
 2024-Nov-12 12:00, 2460627.000000000,     Sun, 230.5956160,  0.0000121,
 2024-Nov-12 18:00, 2460627.250000000,     Sun, 230.8470746,  0.0000218,
 2024-Nov-13 00:00, 2460627.500000000,     Sun, 231.0985585,  0.0000315,
 2024-Nov-13 06:00, 2460627.750000000,     Sun, 231.3500680,  0.0000412,
 2024-Nov-13 12:00, 2460628.000000000,     Sun, 231.6016034,  0.0000507,
 2024-Nov-13 18:00, 2460628.250000000,     Sun, 231.8531650,  0.0000602,
 2024-Nov-14 00:00, 2460628.500000000,     Sun, 232.1047533,  0.0000694,
 2024-Nov-14 06:00, 2460628.750000000,     Sun, 232.3563685,  0.0000785,
 2024-Nov-14 12:00, 2460629.000000000,     Sun, 232.6080110,  0.0000873,
 2024-Nov-14 18:00, 2460629.250000000,     Sun, 232.8596811,  0.0000958,
 2024-Nov-15 00:00, 2460629.500000000,     Sun, 233.1113791,  0.0001040,
 2024-Nov-15 06:00, 2460629.750000000,     Sun, 233.3631053,  0.0001118,
 2024-Nov-15 12:00, 2460630.000000000,     Sun, 233.6148600,  0.0001193,
 2024-Nov-15 18:00, 2460630.250000000,     Sun, 233.8666435,  0.0001264,
 2024-Nov-16 00:00, 2460630.500000000,     Sun, 234.1184558,  0.0001330,
 2024-Nov-16 06:00, 2460630.750000000,     Sun, 234.3702972,  0.0001391,
 2024-Nov-16 12:00, 2460631.000000000,     Sun, 234.6221679,  0.0001448,
 2024-Nov-16 18:00, 2460631.250000000,     Sun, 234.8740680,  0.0001499,
 2024-Nov-17 00:00, 2460631.500000000,     Sun, 235.1259975,  0.0001546,
 2024-Nov-17 06:00, 2460631.750000000,     Sun, 235.3779566,  0.0001587,
 2024-Nov-17 12:00, 2460632.000000000,     Sun, 235.6299453,  0.0001622,
 2024-Nov-17 18:00, 2460632.250000000,     Sun, 235.8819636,  0.0001652,
 2024-Nov-18 00:00, 2460632.500000000,     Sun, 236.1340115,  0.0001676,
 2024-Nov-18 06:00, 2460632.750000000,     Sun, 236.3860892,  0.0001695,
 2024-Nov-18 12:00, 2460633.000000000,     Sun, 236.6381964,  0.0001708,
 2024-Nov-18 18:00, 2460633.250000000,     Sun, 236.8903334,  0.0001715,
 2024-Nov-19 00:00, 2460633.500000000,     Sun, 237.1424999,  0.0001716,
 2024-Nov-19 06:00, 2460633.750000000,     Sun, 237.3946960,  0.0001712,
 2024-Nov-19 12:00, 2460634.000000000,     Sun, 237.6469217,  0.0001702,
 2024-Nov-19 18:00, 2460634.250000000,     Sun, 237.8991769,  0.0001687,
 2024-Nov-20 00:00, 2460634.500000000,     Sun, 238.1514616,  0.0001667,
 2024-Nov-20 06:00, 2460634.750000000,     Sun, 238.4037757,  0.0001641,
 2024-Nov-20 12:00, 2460635.000000000,     Sun, 238.6561192,  0.0001610,
 2024-Nov-20 18:00, 2460635.250000000,     Sun, 238.9084922,  0.0001574,
 2024-Nov-21 00:00, 2460635.500000000,     Sun, 239.1608944,  0.0001534,
 2024-Nov-21 06:00, 2460635.750000000,     Sun, 239.4133260,  0.0001489,
 2024-Nov-21 12:00, 2460636.000000000,     Sun, 239.6657867,  0.0001439,
 2024-Nov-21 18:00, 2460636.250000000,     Sun, 239.9182767,  0.0001386,
 2024-Nov-22 00:00, 2460636.500000000,     Sun, 240.1707958,  0.0001328,
 2024-Nov-22 06:00, 2460636.750000000,     Sun, 240.4233439,  0.0001267,
 2024-Nov-22 12:00, 2460637.000000000,     Sun, 240.6759210,  0.0001202,
 2024-Nov-22 18:00, 2460637.250000000,     Sun, 240.9285271,  0.0001133,
 2024-Nov-23 00:00, 2460637.500000000,     Sun, 241.1811621,  0.0001062,
 2024-Nov-23 06:00, 2460637.750000000,     Sun, 241.4338258,  0.0000988,
 2024-Nov-23 12:00, 2460638.000000000,     Sun, 241.6865182,  0.0000911,
 2024-Nov-23 18:00, 2460638.250000000,     Sun, 241.9392392,  0.0000831,
 2024-Nov-24 00:00, 2460638.500000000,     Sun, 242.1919888,  0.0000750,
 2024-Nov-24 06:00, 2460638.750000000,     Sun, 242.4447667,  0.0000666,
 2024-Nov-24 12:00, 2460639.000000000,     Sun, 242.6975729,  0.0000581,
 2024-Nov-24 18:00, 2460639.250000000,     Sun, 242.9504074,  0.0000495,
 2024-Nov-25 00:00, 2460639.500000000,     Sun, 243.2032699,  0.0000407,
 2024-Nov-25 06:00, 2460639.750000000,     Sun, 243.4561603,  0.0000319,
 2024-Nov-25 12:00, 2460640.000000000,     Sun, 243.7090785,  0.0000230,
 2024-Nov-25 18:00, 2460640.250000000,     Sun, 243.9620244,  0.0000140,
 2024-Nov-26 00:00, 2460640.500000000,     Sun, 244.2149978,  0.0000050,
 2024-Nov-26 06:00, 2460640.750000000,     Sun, 244.4679985, -0.0000040,
 2024-Nov-26 12:00, 2460641.000000000,     Sun, 244.7210264, -0.0000129,
 2024-Nov-26 18:00, 2460641.250000000,     Sun, 244.9740813, -0.0000218,
 2024-Nov-27 00:00, 2460641.500000000,     Sun, 245.2271630, -0.0000306,
 2024-Nov-27 06:00, 2460641.750000000,     Sun, 245.4802713, -0.0000393,
 2024-Nov-27 12:00, 2460642.000000000,     Sun, 245.7334060, -0.0000478,
 2024-Nov-27 18:00, 2460642.250000000,     Sun, 245.9865668, -0.0000562,
 2024-Nov-28 00:00, 2460642.500000000,     Sun, 246.2397536, -0.0000644,
 2024-Nov-28 06:00, 2460642.750000000,     Sun, 246.4929661, -0.0000725,
 2024-Nov-28 12:00, 2460643.000000000,     Sun, 246.7462040, -0.0000803,
 2024-Nov-28 18:00, 2460643.250000000,     Sun, 246.9994671, -0.0000878,
 2024-Nov-29 00:00, 2460643.500000000,     Sun, 247.2527551, -0.0000951,
 2024-Nov-29 06:00, 2460643.750000000,     Sun, 247.5060676, -0.0001021,
 2024-Nov-29 12:00, 2460644.000000000,     Sun, 247.7594045, -0.0001087,
 2024-Nov-29 18:00, 2460644.250000000,     Sun, 248.0127652, -0.0001150,
 2024-Nov-30 00:00, 2460644.500000000,     Sun, 248.2661496, -0.0001210,
 2024-Nov-30 06:00, 2460644.750000000,     Sun, 248.5195572, -0.0001266,
 2024-Nov-30 12:00, 2460645.000000000,     Sun, 248.7729878, -0.0001318,
 2024-Nov-30 18:00, 2460645.250000000,     Sun, 249.0264408, -0.0001367,
 2024-Dec-01 00:00, 2460645.500000000,     Sun, 249.2799159, -0.0001410,
 2024-Dec-01 06:00, 2460645.750000000,     Sun, 249.5334127, -0.0001450,
 2024-Dec-01 12:00, 2460646.000000000,     Sun, 249.7869307, -0.0001485,
 2024-Dec-01 18:00, 2460646.250000000,     Sun, 250.0404696, -0.0001515,
 2024-Dec-02 00:00, 2460646.500000000,     Sun, 250.2940289, -0.0001540,
 2024-Dec-02 06:00, 2460646.750000000,     Sun, 250.5476080, -0.0001561,
 2024-Dec-02 12:00, 2460647.000000000,     Sun, 250.8012066, -0.0001577,
 2024-Dec-02 18:00, 2460647.250000000,     Sun, 251.0548242, -0.0001587,
 2024-Dec-03 00:00, 2460647.500000000,     Sun, 251.3084603, -0.0001593,
 2024-Dec-03 06:00, 2460647.750000000,     Sun, 251.5621144, -0.0001593,
 2024-Dec-03 12:00, 2460648.000000000,     Sun, 251.8157860, -0.0001589,
 2024-Dec-03 18:00, 2460648.250000000,     Sun, 252.0694747, -0.0001579,
 2024-Dec-04 00:00, 2460648.500000000,     Sun, 252.3231799, -0.0001564,
 2024-Dec-04 06:00, 2460648.750000000,     Sun, 252.5769012, -0.0001543,
 2024-Dec-04 12:00, 2460649.000000000,     Sun, 252.8306381, -0.0001518,
 2024-Dec-04 18:00, 2460649.250000000,     Sun, 253.0843902, -0.0001488,
 2024-Dec-05 00:00, 2460649.500000000,     Sun, 253.3381569, -0.0001452,
 2024-Dec-05 06:00, 2460649.750000000,     Sun, 253.5919379, -0.0001412,
 2024-Dec-05 12:00, 2460650.000000000,     Sun, 253.8457327, -0.0001367,
 2024-Dec-05 18:00, 2460650.250000000,     Sun, 254.0995408, -0.0001317,
 2024-Dec-06 00:00, 2460650.500000000,     Sun, 254.3533620, -0.0001263,
 2024-Dec-06 06:00, 2460650.750000000,     Sun, 254.6071958, -0.0001205,
 2024-Dec-06 12:00, 2460651.000000000,     Sun, 254.8610420, -0.0001142,
 2024-Dec-06 18:00, 2460651.250000000,     Sun, 255.1149000, -0.0001076,
 2024-Dec-07 00:00, 2460651.500000000,     Sun, 255.3687698, -0.0001005,
 2024-Dec-07 06:00, 2460651.750000000,     Sun, 255.6226509, -0.0000932,
 2024-Dec-07 12:00, 2460652.000000000,     Sun, 255.8765432, -0.0000855,
 2024-Dec-07 18:00, 2460652.250000000,     Sun, 256.1304465, -0.0000775,
 2024-Dec-08 00:00, 2460652.500000000,     Sun, 256.3843605, -0.0000692,
 2024-Dec-08 06:00, 2460652.750000000,     Sun, 256.6382852, -0.0000607,
 2024-Dec-08 12:00, 2460653.000000000,     Sun, 256.8922203, -0.0000519,
 2024-Dec-08 18:00, 2460653.250000000,     Sun, 257.1461659, -0.0000430,
 2024-Dec-09 00:00, 2460653.500000000,     Sun, 257.4001218, -0.0000339,
 2024-Dec-09 06:00, 2460653.750000000,     Sun, 257.6540880, -0.0000248,
 2024-Dec-09 12:00, 2460654.000000000,     Sun, 257.9080646, -0.0000155,
 2024-Dec-09 18:00, 2460654.250000000,     Sun, 258.1620515, -0.0000062,
 2024-Dec-10 00:00, 2460654.500000000,     Sun, 258.4160487,  0.0000031,
 2024-Dec-10 06:00, 2460654.750000000,     Sun, 258.6700565,  0.0000124,
 2024-Dec-10 12:00, 2460655.000000000,     Sun, 258.9240748,  0.0000217,
 2024-Dec-10 18:00, 2460655.250000000,     Sun, 259.1781037,  0.0000308,
 2024-Dec-11 00:00, 2460655.500000000,     Sun, 259.4321434,  0.0000398,
 2024-Dec-11 06:00, 2460655.750000000,     Sun, 259.6861941,  0.0000487,
 2024-Dec-11 12:00, 2460656.000000000,     Sun, 259.9402558,  0.0000573,
