 Date__(UT)__HR:MN, Date_________JDUT,  Uranus,    ObsEcLon,   ObsEcLat,
 2024-Nov-21 00:00, 2460635.500000000,  Uranus,  55.0795315, -0.2630853,
 2024-Nov-21 06:00, 2460635.750000000,  Uranus,  55.0691431, -0.2630425,
 2024-Nov-21 12:00, 2460636.000000000,  Uranus,  55.0587581, -0.2629994,
 2024-Nov-21 18:00, 2460636.250000000,  Uranus,  55.0483768, -0.2629560,
 2024-Nov-22 00:00, 2460636.500000000,  Uranus,  55.0379996, -0.2629124,
 2024-Nov-22 06:00, 2460636.750000000,  Uranus,  55.0276267, -0.2628686,
 2024-Nov-22 12:00, 2460637.000000000,  Uranus,  55.0172586, -0.2628245,
 2024-Nov-22 18:00, 2460637.250000000,  Uranus,  55.0068955, -0.2627801,
 2024-Nov-23 00:00, 2460637.500000000,  Uranus,  54.9965377, -0.2627355,
 2024-Nov-23 06:00, 2460637.750000000,  Uranus,  54.9861858, -0.2626906,
 2024-Nov-23 12:00, 2460638.000000000,  Uranus,  54.9758399, -0.2626455,
 2024-Nov-23 18:00, 2460638.250000000,  Uranus,  54.9655004, -0.2626000,
 2024-Nov-24 00:00, 2460638.500000000,  Uranus,  54.9551677, -0.2625543,
 2024-Nov-24 06:00, 2460638.750000000,  Uranus,  54.9448422, -0.2625083,
 2024-Nov-24 12:00, 2460639.000000000,  Uranus,  54.9345242, -0.2624620,
 2024-Nov-24 18:00, 2460639.250000000,  Uranus,  54.9242140, -0.2624155,
 2024-Nov-25 00:00, 2460639.500000000,  Uranus,  54.9139122, -0.2623687,
 2024-Nov-25 06:00, 2460639.750000000,  Uranus,  54.9036189, -0.2623216,
 2024-Nov-25 12:00, 2460640.000000000,  Uranus,  54.8933347, -0.2622743,
 2024-Nov-25 18:00, 2460640.250000000,  Uranus,  54.8830599, -0.2622266,
 2024-Nov-26 00:00, 2460640.500000000,  Uranus,  54.8727948, -0.2621787,
 2024-Nov-26 06:00, 2460640.750000000,  Uranus,  54.8625398, -0.2621305,
 2024-Nov-26 12:00, 2460641.000000000,  Uranus,  54.8522952, -0.2620820,
 2024-Nov-26 18:00, 2460641.250000000,  Uranus,  54.8420615, -0.2620332,
 2024-Nov-27 00:00, 2460641.500000000,  Uranus,  54.8318389, -0.2619842,
 2024-Nov-27 06:00, 2460641.750000000,  Uranus,  54.8216280, -0.2619349,
 2024-Nov-27 12:00, 2460642.000000000,  Uranus,  54.8114289, -0.2618854,
 2024-Nov-27 18:00, 2460642.250000000,  Uranus,  54.8012421, -0.2618357,
 2024-Nov-28 00:00, 2460642.500000000,  Uranus,  54.7910680, -0.2617858,
 2024-Nov-28 06:00, 2460642.750000000,  Uranus,  54.7809070, -0.2617355,
 2024-Nov-28 12:00, 2460643.000000000,  Uranus,  54.7707593, -0.2616850,
 2024-Nov-28 18:00, 2460643.250000000,  Uranus,  54.7606252, -0.2616342,
 2024-Nov-29 00:00, 2460643.500000000,  Uranus,  54.7505052, -0.2615831,
 2024-Nov-29 06:00, 2460643.750000000,  Uranus,  54.7403995, -0.2615318,
 2024-Nov-29 12:00, 2460644.000000000,  Uranus,  54.7303084, -0.2614801,
 2024-Nov-29 18:00, 2460644.250000000,  Uranus,  54.7202323, -0.2614283,
 2024-Nov-30 00:00, 2460644.500000000,  Uranus,  54.7101714, -0.2613761,
 2024-Nov-30 06:00, 2460644.750000000,  Uranus,  54.7001261, -0.2613237,
 2024-Nov-30 12:00, 2460645.000000000,  Uranus,  54.6900966, -0.2612710,
 2024-Nov-30 18:00, 2460645.250000000,  Uranus,  54.6800832, -0.2612180,
 2024-Dec-01 00:00, 2460645.500000000,  Uranus,  54.6700861, -0.2611647,
 2024-Dec-01 06:00, 2460645.750000000,  Uranus,  54.6601056, -0.2611111,
 2024-Dec-01 12:00, 2460646.000000000,  Uranus,  54.6501420, -0.2610572,
 2024-Dec-01 18:00, 2460646.250000000,  Uranus,  54.6401954, -0.2610031,
 2024-Dec-02 00:00, 2460646.500000000,  Uranus,  54.6302662, -0.2609486,
 2024-Dec-02 06:00, 2460646.750000000,  Uranus,  54.6203544, -0.2608939,
 2024-Dec-02 12:00, 2460647.000000000,  Uranus,  54.6104604, -0.2608389,
 2024-Dec-02 18:00, 2460647.250000000,  Uranus,  54.6005843, -0.2607837,
 2024-Dec-03 00:00, 2460647.500000000,  Uranus,  54.5907263, -0.2607281,
 2024-Dec-03 06:00, 2460647.750000000,  Uranus,  54.5808868, -0.2606723,
 2024-Dec-03 12:00, 2460648.000000000,  Uranus,  54.5710657, -0.2606161,
 2024-Dec-03 18:00, 2460648.250000000,  Uranus,  54.5612633, -0.2605595,
 2024-Dec-04 00:00, 2460648.500000000,  Uranus,  54.5514798, -0.2605027,
 2024-Dec-04 06:00, 2460648.750000000,  Uranus,  54.5417153, -0.2604456,
 2024-Dec-04 12:00, 2460649.000000000,  Uranus,  54.5319701, -0.2603881,
 2024-Dec-04 18:00, 2460649.250000000,  Uranus,  54.5222442, -0.2603304,
 2024-Dec-05 00:00, 2460649.500000000,  Uranus,  54.5125380, -0.2602725,
 2024-Dec-05 06:00, 2460649.750000000,  Uranus,  54.5028516, -0.2602143,
 2024-Dec-05 12:00, 2460650.000000000,  Uranus,  54.4931852, -0.2601558,
 2024-Dec-05 18:00, 2460650.250000000,  Uranus,  54.4835391, -0.2600970,
 2024-Dec-06 00:00, 2460650.500000000,  Uranus,  54.4739135, -0.2600380,
 2024-Dec-06 06:00, 2460650.750000000,  Uranus,  54.4643086, -0.2599787,
 2024-Dec-06 12:00, 2460651.000000000,  Uranus,  54.4547246, -0.2599191,
 2024-Dec-06 18:00, 2460651.250000000,  Uranus,  54.4451619, -0.2598593,
 2024-Dec-07 00:00, 2460651.500000000,  Uranus,  54.4356206, -0.2597992,
 2024-Dec-07 06:00, 2460651.750000000,  Uranus,  54.4261010, -0.2597388,
 2024-Dec-07 12:00, 2460652.000000000,  Uranus,  54.4166035, -0.2596782,
 2024-Dec-07 18:00, 2460652.250000000,  Uranus,  54.4071285, -0.2596174,
 2024-Dec-08 00:00, 2460652.500000000,  Uranus,  54.3976761, -0.2595563,
 2024-Dec-08 06:00, 2460652.750000000,  Uranus,  54.3882467, -0.2594949,
 2024-Dec-08 12:00, 2460653.000000000,  Uranus,  54.3788408, -0.2594333,
 2024-Dec-08 18:00, 2460653.250000000,  Uranus,  54.3694586, -0.2593714,
 2024-Dec-09 00:00, 2460653.500000000,  Uranus,  54.3601005, -0.2593092,
 2024-Dec-09 06:00, 2460653.750000000,  Uranus,  54.3507668, -0.2592468,
 2024-Dec-09 12:00, 2460654.000000000,  Uranus,  54.3414580, -0.2591841,
 2024-Dec-09 18:00, 2460654.250000000,  Uranus,  54.3321744, -0.2591213,
 2024-Dec-10 00:00, 2460654.500000000,  Uranus,  54.3229166, -0.2590582,
 2024-Dec-10 06:00, 2460654.750000000,  Uranus,  54.3136847, -0.2589949,
 2024-Dec-10 12:00, 2460655.000000000,  Uranus,  54.3044794, -0.2589314,
 2024-Dec-10 18:00, 2460655.250000000,  Uranus,  54.2953009, -0.2588676,
 2024-Dec-11 00:00, 2460655.500000000,  Uranus,  54.2861497, -0.2588036,
 2024-Dec-11 06:00, 2460655.750000000,  Uranus,  54.2770261, -0.2587393,
 2024-Dec-11 12:00, 2460656.000000000,  Uranus,  54.2679304, -0.2586748,
 2024-Dec-11 18:00, 2460656.250000000,  Uranus,  54.2588629, -0.2586101,
 2024-Dec-12 00:00, 2460656.500000000,  Uranus,  54.2498241, -0.2585451,
 2024-Dec-12 06:00, 2460656.750000000,  Uranus,  54.2408141, -0.2584799,
 2024-Dec-12 12:00, 2460657.000000000,  Uranus,  54.2318332, -0.2584145,
 2024-Dec-12 18:00, 2460657.250000000,  Uranus,  54.2228818, -0.2583489,
 2024-Dec-13 00:00, 2460657.500000000,  Uranus,  54.2139601, -0.2582831,
 2024-Dec-13 06:00, 2460657.750000000,  Uranus,  54.2050682, -0.2582172,
 2024-Dec-13 12:00, 2460658.000000000,  Uranus,  54.1962063, -0.2581510,
 2024-Dec-13 18:00, 2460658.250000000,  Uranus,  54.1873747, -0.2580846,
 2024-Dec-14 00:00, 2460658.500000000,  Uranus,  54.1785733, -0.2580179,
 2024-Dec-14 06:00, 2460658.750000000,  Uranus,  54.1698024, -0.2579512,
 2024-Dec-14 12:00, 2460659.000000000,  Uranus,  54.1610619, -0.2578842,
 2024-Dec-14 18:00, 2460659.250000000,  Uranus,  54.1523521, -0.2578171,
 2024-Dec-15 00:00, 2460659.500000000,  Uranus,  54.1436730, -0.2577498,
 2024-Dec-15 06:00, 2460659.750000000,  Uranus,  54.1350247, -0.2576824,
 2024-Dec-15 12:00, 2460660.000000000,  Uranus,  54.1264073, -0.2576148,
 2024-Dec-15 18:00, 2460660.250000000,  Uranus,  54.1178208, -0.2575470,
 2024-Dec-16 00:00, 2460660.500000000,  Uranus,  54.1092652, -0.2574790,
 2024-Dec-16 06:00, 2460660.750000000,  Uranus,  54.1007407, -0.2574108,
 2024-Dec-16 12:00, 2460661.000000000,  Uranus,  54.0922473, -0.2573424,
 2024-Dec-16 18:00, 2460661.250000000,  Uranus,  54.0837852, -0.2572738,
 2024-Dec-17 00:00, 2460661.500000000,  Uranus,  54.0753543, -0.2572050,
 2024-Dec-17 06:00, 2460661.750000000,  Uranus,  54.0669548, -0.2571361,
 2024-Dec-17 12:00, 2460662.000000000,  Uranus,  54.0585869, -0.2570669,
 2024-Dec-17 18:00, 2460662.250000000,  Uranus,  54.0502508, -0.2569977,
 2024-Dec-18 00:00, 2460662.500000000,  Uranus,  54.0419465, -0.2569282,
 2024-Dec-18 06:00, 2460662.750000000,  Uranus,  54.0336744, -0.2568586,
 2024-Dec-18 12:00, 2460663.000000000,  Uranus,  54.0254346, -0.2567888,
 2024-Dec-18 18:00, 2460663.250000000,  Uranus,  54.0172273, -0.2567187,
 2024-Dec-19 00:00, 2460663.500000000,  Uranus,  54.0090527, -0.2566485,
 2024-Dec-19 06:00, 2460663.750000000,  Uranus,  54.0009111, -0.2565781,
 2024-Dec-19 12:00, 2460664.000000000,  Uranus,  53.9928027, -0.2565074,
 2024-Dec-19 18:00, 2460664.250000000,  Uranus,  53.9847278, -0.2564366,
 2024-Dec-20 00:00, 2460664.500000000,  Uranus,  53.9766867, -0.2563655,
 2024-Dec-20 06:00, 2460664.750000000,  Uranus,  53.9686795, -0.2562943,
 2024-Dec-20 12:00, 2460665.000000000,  Uranus,  53.9607067, -0.2562229,
 2024-Dec-20 18:00, 2460665.250000000,  Uranus,  53.9527686, -0.2561512,
 2024-Dec-21 00:00, 2460665.500000000,  Uranus,  53.9448653, -0.2560794,
 2024-Dec-21 06:00, 2460665.750000000,  Uranus,  53.9369972, -0.2560073,
 2024-Dec-21 12:00, 2460666.000000000,  Uranus,  53.9291645, -0.2559350,
 2024-Dec-21 18:00, 2460666.250000000,  Uranus,  53.9213676, -0.2558625,
 2024-Dec-22 00:00, 2460666.500000000,  Uranus,  53.9136068, -0.2557898,
 2024-Dec-22 06:00, 2460666.750000000,  Uranus,  53.9058823, -0.2557169,
 2024-Dec-22 12:00, 2460667.000000000,  Uranus,  53.8981945, -0.2556439,
 2024-Dec-22 18:00, 2460667.250000000,  Uranus,  53.8905437, -0.2555708,
 2024-Dec-23 00:00, 2460667.500000000,  Uranus,  53.8829302, -0.2554974,
 2024-Dec-23 06:00, 2460667.750000000,  Uranus,  53.8753542, -0.2554239,
 2024-Dec-23 12:00, 2460668.000000000,  Uranus,  53.8678162, -0.2553502,
 2024-Dec-23 18:00, 2460668.250000000,  Uranus,  53.8603164, -0.2552763,
 2024-Dec-24 00:00, 2460668.500000000,  Uranus,  53.8528550, -0.2552022,
 2024-Dec-24 06:00, 2460668.750000000,  Uranus,  53.8454323, -0.2551279,
 2024-Dec-24 12:00, 2460669.000000000,  Uranus,  53.8380487, -0.2550534,
 2024-Dec-24 18:00, 2460669.250000000,  Uranus,  53.8307043, -0.2549788,
 2024-Dec-25 00:00, 2460669.500000000,  Uranus,  53.8233995, -0.2549039,
 2024-Dec-25 06:00, 2460669.750000000,  Uranus,  53.8161345, -0.2548290,
 2024-Dec-25 12:00, 2460670.000000000,  Uranus,  53.8089096, -0.2547538,
 2024-Dec-25 18:00, 2460670.250000000,  Uranus,  53.8017251, -0.2546784,
 2024-Dec-26 00:00, 2460670.500000000,  Uranus,  53.7945812, -0.2546029,
 2024-Dec-26 06:00, 2460670.750000000,  Uranus,  53.7874782, -0.2545272,
 2024-Dec-26 12:00, 2460671.000000000,  Uranus,  53.7804163, -0.2544513,
 2024-Dec-26 18:00, 2460671.250000000,  Uranus,  53.7733957, -0.2543752,
 2024-Dec-27 00:00, 2460671.500000000,  Uranus,  53.7664166, -0.2542989,
 2024-Dec-27 06:00, 2460671.750000000,  Uranus,  53.7594793, -0.2542224,
 2024-Dec-27 12:00, 2460672.000000000,  Uranus,  53.7525840, -0.2541458,
 2024-Dec-27 18:00, 2460672.250000000,  Uranus,  53.7457308, -0.2540690,
 2024-Dec-28 00:00, 2460672.500000000,  Uranus,  53.7389200, -0.2539919,
 2024-Dec-28 06:00, 2460672.750000000,  Uranus,  53.7321517, -0.2539147,
 2024-Dec-28 12:00, 2460673.000000000,  Uranus,  53.7254261, -0.2538373,
 2024-Dec-28 18:00, 2460673.250000000,  Uranus,  53.7187433, -0.2537596,
 2024-Dec-29 00:00, 2460673.500000000,  Uranus,  53.7121035, -0.2536817,
 2024-Dec-29 06:00, 2460673.750000000,  Uranus,  53.7055068, -0.2536036,
 2024-Dec-29 12:00, 2460674.000000000,  Uranus,  53.6989533, -0.2535253,
 2024-Dec-29 18:00, 2460674.250000000,  Uranus,  53.6924431, -0.2534467,
 2024-Dec-30 00:00, 2460674.500000000,  Uranus,  53.6859763, -0.2533680,
 2024-Dec-30 06:00, 2460674.750000000,  Uranus,  53.6795530, -0.2532892,
 2024-Dec-30 12:00, 2460675.000000000,  Uranus,  53.6731733, -0.2532102,
 2024-Dec-30 18:00, 2460675.250000000,  Uranus,  53.6668373, -0.2531310,
 2024-Dec-31 00:00, 2460675.500000000,  Uranus,  53.6605452, -0.2530516,
